程序导标记，不用翻译,,
STRID,LAN,Remark
GUILD_LIST_OFFICIAL,Position,
GUILD_LIST_PARTY,Profession,
GUILD_LIST_TITLE,Title,
GUILD_LIST_TODAYCONTRIBUTE,Today's Contribution Value:,
GUILD_MEM_OFFICIAL_CONFIRM,Are you sure to set [%s] position as %s?,
GUILD_MEM_REMOVE_CONFIRM,Are you sure to remove guild member [%s] ?,
GUILD_MEM_SET_TO_LEADER,"Are you sure to promote [%s] as guild leader, to replace your position?",
GUILD_MEMBER_BE_KICKED,%s was kicked from the guild.,
GUILD_MEMBER_COUNT1, Members ,
GUILD_MEMBER_EXIST,This player is in the guild already.,
GUILD_MEMBER_FULL,Guild member reached maximum amount at this level.,
GUILD_MEMBER_INFO,Member Info,
GUILD_MEMBER_LEFT,%s has left guild.,
GUILD_MEMBER_REMOVE,Remove Member,
GUILD_NAME_EXIST,"Guild name has already existed, please input a different name.",
GUILD_NAME_INVALID,Guild name is illegal (no more than 16 characters).,
GUILD_NEED_ITEM,You don't have the special item for guild setup.,
GUILD_NEED_LEV,You must reach level 30 to set up a guild.,
GUILD_NEED_MONEY,You need have 500 gold to set up a guild.,
GUILD_NEW_BULLETIN,Guild information has been updated.,
GUILD_NEW_MEMBER,%s joined the guild.,
GUILD_OFF_ERR1,"Modify failed, no more than %d Officers.",
GUILD_OFF_ERR2,"Modify failed, no more than 2 Presbyters.",
GUILD_OFF_ERR3,"Modify failed, there only can be one Leader. ",
GUILD_OFF_ERR4,"Modify failed, only one Officer for each guild branch.",
GUILD_OFF_ERR5,"Positions of Guild Leader and Presbyter can be adjusted only ONCE within 24 hours, so please do that tomorrow.",
GUILD_OFFICIAL_CHANGE,Guild Position Change: [%s] has been changed from %s to %s.,
GUILD_OFFICIAL_LEADER,Leader,
GUILD_OFFICIAL_MANAGER,Officer,
GUILD_OFFICIAL_MASS,Member,
GUILD_OFFICIAL_NEWBIE,Freshman,
GUILD_OFFICIAL_SENETOR,Presbyter,
GUILD_OFFLINE,Offline,
GUILD_ONLINE,Online,
GUILD_OP_ERR1,Player who quits the guild cannot join another one within 24 hours.,
GUILD_OP_ERR2,Failed to use Recruiting Order.,
GUILD_OTHER_INVITE,"%s invites you join the guild: %s, do you agree?",
GUILD_PLAYER_STATE,Players,
GUILD_POINT_EXPR_HINT,Increase %d points of Guild Prosperity.,
GUILD_RANK_COL_LEADER,Leader,
GUILD_RANK_COL_LEVEL,Level ,
GUILD_RANK_COL_NAME,Guild,
GUILD_RANK_COL_ORDER,Rank,
GUILD_RANK_COL_POINT,Prosperity,
GUILD_REPONSE_AGREE,%s agrees you join the guild.,
GUILD_REPONSE_DECLINE,%s reject you join the guild.,
GUILD_SEL_ONE_MEMBER,Please select a guild member from the list first.,
GUILD_SET_LEADER,Change Leader,
GUILD_SET_LEADER_ERR1,Leader of the registered Attacker guild cannot be changed until the City War ends.,
GUILD_SET_LEADER_ERR2,Leader of the registered Defender guild cannot be changed until the City War ends.,
GUILD_SET_LEADER_ERR3,The leader of the winner Guild of City War cannot be changed until another guild wins it.,
GUILD_SETTITLE_INPUT,Please input the title.,
GUILD_SETTITLE_TLIMIT,You can only set guild name once in one minute.,
GUILD_TITLE_INVALID,"Guild name should not more than 16 characters, no illegal words.",
GUILD_TO_DESTROY,"Guild leader apply to disband the guild, the guild you belong to will be disbanded in 7 days.",
GUILD_TO_DESTROY_CANCEL,"Guild leader changed idea, guild will not be disbanded.",
GUILD_TO_DESTROY_TIME,Your guild will be dismissed at %d - %02d - %02d  %02d : %02d.,
GUILD_U_BE_KICKED,You were kicked out from the guild.,
GUILD_UI_DESTROY_,Disband Guild,
GUILD_UI_UNDESTROY_,Cancel Disband,
GUILD_UI_UPLOAD_ICON,Upload Guild Symbol,
GUILD_UNDESTROY_CONFIRM,Are you sure not to disband the guild?,
GUILD_URS_DESTROYED,Your guild has been disbanded.,
GUILD_USER_IN_GUILD_WAR_CAN_NOT_CHANGE_LEADER,Guild Leader cannot be changed during City War.,
GUILD_USER_IN_GUILD_WAR_CAN_NOT_LEAVE,Player cannot leave guild during the City War.,
GUILD_USER_MUST_ON_LINE,The target player must be online.,
GUILD_USER_NOT_FOUND,Target is not found.  Maybe he/she is offline.,
GUILD_USRE_IN_GUILD_WAR_CAN_NOT_ADD,Failed to add. This player is participating in the City War.,
guildtask_finish_once_perday,This quest can be done only once per day.,
GUILDTERR_APPLY,Apply for Guild Demesne,
GUILDTERR_APPLY_BYITEM,Apply for Guild Demesne by Special Item,
GUILDTERR_APPLY_ERROR1,Failed in applying guild demesne.,
GUILDTERR_APPLY_ERROR2,Failed in applying.  Guild should at least have %d members to apply for guild demesne.,
GUILDTERR_APPLY_ERROR3,Failed in applying.  Your guild has guild demesne already.,
GUILDTERR_APPLY_ERROR4,Failed in applying.  Applying for guild demesne need %d gold.,
GUILDTERR_APPLY_ERROR5,Only guild leader can apply for guild demesne.,
GUILDTERR_APPLY_ERROR6,Application failed. You don't have the required item to apply for Guild Demesne.,
GUILDTERR_APPLY_SUCCESS,Succeeded to establish your Guild Demesne.,
GUILDTERR_BUILD_ALREADY,Building is already under construction.,
GUILDTERR_BUILD_COMPLETE,%s completed.,
GUILDTERR_BUILD_NEED_,Need level %d %s.,
GUILDTERR_BUILD_NEW_CHECKFAIL,Construction conditions are not satisfied.,
GUILDTERR_BUILD_OFFICIAL_FAIL,You don't have enough right.,
GUILDTERR_BUILD_UPDATE,Upgrade to level ,
GUILDTERR_BUILD_UPDATE_CHECKFAIL,Upgrading conditions are not satisfied.,
GUILDTERR_BUILD_UPDATE_RES,Upgrading to level %d requires:,
GUILDTERR_CONTRIBUTE,Contribution Value,
GUILDTERR_CREATE_SCENE_ERROR,Failed in creating guild demesne scene.,
GUILDTERR_ENTER,Enter Guild Demesne,
GUILDTERR_ENTER_ERROR1,Character must be in the main scene.,
GUILDTERR_GETRETURN,Obtain Guild Token,
GUILDTERR_HAVE_NO_TERR,Guild has not applied for guild demesne yet.,
GUILDTERR_ITEM_ERROR1,Failed to find the item which can reduce the time for building the Tree of Life!,
GUILDTERR_ITEM_USE,Are you sure to use item to reduce the time for upgrading the Tree of Life?,
GUILDTERR_ITEM_USE_NEW,Are you sure to use item to reduce the time for building the Tree of Life?,
GUILDTERR_LEAVE,Leave Guild Demesne,
GUILDTERR_LEAVE_ERROR1,Character must be in the guild demesne scene.,
GUILDTERR_LEAVE_ERROR2,Can't find the default scene.,
GUILDTERR_MEMBER_REACH,There should be %d guild members reach level %d. ,
GUILDTERR_NAME_LEV,%s  level %d,
GUILDTERR_NEW,New Construction,
GUILDTERR_NEW_BUILD,Build Construction,
GUILDTERR_NO_THIS_GUILD,Can't find appointed guild.,
GUILDTERR_NOWBUILD_CURR,Under Construction...,
GUILDTERR_NOWBUILD_ENDAT,Ends at %02d:%02d ,
GUILDTERR_NOWBUILD_LEFTTIME,%02d:%02d:%02d Time Left,
GUILDTERR_RES_CURR,Current Guild Resources,
GUILDTERR_RES_FAIL,Not enough resources.,
GUILDTERR_YOUR_CONTRIB,Your Contribution Value: %d,
help_reference,Directory,
hint_autouse,Auto Supply,
hint_concentrate,Concentration,
hint_fuse,Merge Talisman,
hint_normalattack,Normal Attack,
hint_practice,Enhance Talisman,
hint_sit,Sit ,
item_cannot_bank,This item is in use now or it cannot be put to warehouse.,
item_cannot_delete,You can't delete this item.,
item_check_use_item,Are you sure to use [%s]?,
item_delete,Are you sure to destroy this item forever?,
item_drop,Are you sure throw away this item?,
item_monster,summoned monster,
item_other_error1,"Because it is not inferior to Golden quality, or its Plus Rank is >= %d, or it is a shop item, the item %s cannot be destroyed.",
item_other_error2,"Because it is not inferior to Golden quality, or its Plus Rank is >= %d, or it is a shop item, the item %s cannot be sold to NPC.",
item_other_error3,"For your property security, you are allowed to delete or destroy item max %d times per day!  You can choose to sell or trade unwanted items.",
item_other_error4,"Sorry, all items with Soul Infusion cannot be destroyed or sold to NPC.",
item_other_error5,"To protect your account, you are not allowed to trade out, destroy or sold item now because you have been online only for %d minutes (safe time limit).",
item_other_error6,You have logged in the game via a different IP address within 48 hours . So you cannot trade out or destroy items for your account security.,
ITEM_SUIT,Suit,
item_unlock,Please input warehouse password.,
itemtype_amulet,Amulet,
itemtype_clothing,Armor,
itemtype_cuff,Cuff,
itemtype_glove,Armguard,
itemtype_kneepad,Kneepad,
itemtype_maintrump,Weapon Talisman,
itemtype_ring,Ring,
itemtype_sash,Belt,
itemtype_shoes,Boots,
itemtype_subtrump,Assistant Talisman,
itemtype_manteau,Shield
itemtype_pants,Soul
key_setting_prompt,Click button to combine with command ->,
key_setting_successful,Functions setting succeed.,
key_setting_unset1,Not setting yet.,
key_setting_unset2,Functions not setting.,
login_connect_failed,"Connection failed, please try again later.",
login_connect_successful,Connection succeed.,
login_connecting,"Connecting to the server, please wait a moment.",
login_get_rolelist_failed,Failed in loading character list.,
login_geting_rolelist,Loading character list.,
login_name_or_pass_error,User name or password error.,
login_open_soon,"Login server is disconnected, please try later.",
login_server_busy,"Login server is busy now, please try again. ",
login_verify_successful,Verify succeed.,
msg_2ndbag_already_exist,The second lucky bag you hired is still valid.,
msg_2ndbag_fail,"Lucky bag operation failed, please try later.",
msg_2ndbag_success,Lucky bag operation success.,
msg_3c_bekilledcount,Be Killed,
msg_3c_killcount,Kill,
msg_3c_otherteam,Enemy Side,
msg_3c_selfteam,Our Side,
msg_3ndbag_already_exist,The third item box has not expired.,
MSG_ADD_HATE,Increase target enemy value.,
msg_add_money_get, got ,
msg_add_money_lost, lost ,
msg_add_money_user,You,
MSG_ADD_POINTS,Reward %d fighting points.,
MSG_ADDHP,Increase HP %d,
MSG_ADDHPRATE,Increase %d%% HP ,
MSG_ADDMAXHP,Increase maximum HP %d ,
MSG_ADDMAXMP,Increase maximum Mana %d ,
MSG_ADDMP,Increase Mana %d,
MSG_ADDMPRATE,Increase %d%% Mana,
msg_anti_img_question,Which sequence number is of '%s' among these characters?,
msg_anti_opt_1st,First,
msg_anti_opt_2st,Second,
msg_anti_opt_3st,Third,
msg_anti_opt_4st,Fourth,
msg_anti_robot1,%d minutes %d seconds,
msg_anti_robot2,"Since your answer is not correct, your character has been locked.  Time to unlock: %d hours %d minutes %d seconds.",
msg_anti_robot3,"Since your answer is correct, you just earned %d gold %d silver %d copper.",
msg_anti_robot4,"Since your answer is correct, you just earned %d silver %d copper.",
msg_anti_robot5,"Since your answer is correct, you just earned %d copper.",
msg_anti_robot6,"Since your answer is correct, you just earned Experience %d points.",
msg_anti_robot7,"Since your answer is correct, you just earned Energy %d points.",
msg_anti_robot8,"Wrong answer, your account has been locked.",
msg_anti_robot9,You have been locked by system.  You must answer questions to be unlocked.,
msg_armor,Defense,
MSG_ARMOR_PHY_,+ %d Physical Defense,
MSG_ARMOR_PHY_1,+ %d Physical Defense %s,
msg_ask_err1,You have finished Question & Answer today.,
msg_askandanswer_end,You've finished today's Question & Answer.,
msg_askandanwser,Question & Answer,
msg_askandanwser_exp,Experience,
msg_askandanwser_nimbus,Energy,
msg_att_lev,%d level %03.2f%%,
msg_atuo_walk2,Auto-path failed.,
msg_auc_amulet,Amulet,
msg_auc_ask_cancel,Are you sure to cancel the auction?,
msg_auc_base_over_unique,Start price higher than 'buy now' price.,
msg_auc_bid_failed,Bid failed.,
msg_auc_bid_failed_p_c,"Bid [%s] failed.
Return money: %s.",
msg_auc_bid_failed_p_t,Bid failed: %s.,
msg_auc_bid_success,Bid success.,
msg_auc_bid_success_p_c,"Bid [%s] success.
Cost money: %s.",
msg_auc_bid_success_p_t,Bid succeed: %s.,
msg_auc_cannot_sale,Items are not suppose to trade.,
msg_auc_card_buy_failed_content,"The T-Points code you bid is invalid, bid cancelled, please check.",
msg_auc_card_buy_failed_title,Bid failed.,
msg_auc_card_buy_success_content,"You have purchased %d T-Points, and claimed, please check.",
msg_auc_card_buy_success_title,T-Points code purchase succeed.,
msg_auc_card_cancel,T-Points code auction cancelled.,
msg_auc_card_cancel_content,The T-Points code you auctioned is cancelled.,
msg_auc_card_exists,"This T-Points code can't be claimed, it's in auction.",
msg_auc_card_invalid,T-Points code or password error.,
msg_auc_card_invalid_cancal_content,"The T-Points code you auctioned is invalid, auction cancelled.",
msg_auc_card_invalid_cancel_title,Auction cancelled: invalid T-Points code. ,
msg_auc_card_pw_length_error,T-Points code password length error.,
msg_auc_card_sncode_length_error,T-Points code length error.,
msg_auc_card_sp_null,T-Points code or password can't be blank.,
msg_auc_clothing,Armor,
msg_auc_color_all,All,
msg_auc_color_blue,Blue,
msg_auc_color_golden,Golden,
msg_auc_color_green,Green,
msg_auc_color_white,White,
msg_auc_const_none,none,
msg_auc_cuff,Cuff,
msg_auc_diamond_0,50 T-Points,
msg_auc_diamond_1,150 T-Points,
msg_auc_diamond_2,300 T-Points,
msg_auc_diamond_cancel,Auction cancelled: T-Points,
msg_auc_diamond_cancel_content,The T-Points You auctioned is cancelled.,
msg_auc_diamond_const,T-Points,
msg_auc_diamond_error_not_enough,Auction failed: not enough T-Points.,
msg_auc_diamond_error_server_busy,"Server is busy, please try later.",
msg_auc_diamond_num,%d T-Points,
msg_auc_direct_save_failed,T-Points code not exist or invalid.,
msg_auc_direct_save_success,"Credit succeed, you have %d T-Points.",
msg_auc_expendable,Expendable,
msg_auc_glove,Armguard,
msg_auc_invalid_item,Illegal items.,
msg_auc_item_bid_level_low,Can't bid!  Your level is lower than the request.,
msg_auc_item_level_low,Can't auction!  Your level is lower than the request.,
msg_auc_item_money_overflow,Can't auction!  Auction price is too high.,
msg_auc_item_money_too_low,Can't auction!  Auction price is too low.,
msg_auc_item_notexist,Item does not exist.,
msg_auc_item_pricehigher,Someone bid a higher price.,
msg_auc_item_too_much,You auctioned too many items.,
msg_auc_kneepad,Kneepad,
msg_auc_lessthan_oneday,Less than one day.,
msg_auc_lifeskill,Material,
msg_auc_long,long,
msg_auc_mail_card_content,"code: %s
password: %s",
msg_auc_mail_card_success,T-Points code auction succeed.,
msg_auc_main_trump,Weapon Talisman,
msg_auc_max_price,Leading,
msg_auc_medic,Medicine,
msg_auc_middle,medium,
msg_auc_money_overflow,Can't auction!  Auction price is higher than the upper limit.,
msg_auc_money_show_bronze_p,%d copper,
msg_auc_money_show_gold_p,"%d gold, %d silver, %d copper",
msg_auc_money_show_sliver_p,"%d silver, %d copper",
msg_auc_money_too_low,Can't auction!  Auction price is lower than the minimum request.,
msg_auc_need_higher_price,You should bid a higher price.,
msg_auc_no_base_price,Start price not setting.,
msg_auc_no_unique,Only permitted to auction.,
msg_auc_notenough_handlingcharge,Not enough deposit fees.,
msg_auc_notenough_money,Not enough money.,
msg_auc_notenough_size,You do not have enough space in your item box.,
msg_auc_only_unique,"To sell T-Points, Start Price must be the same with Buy Now Price.",
msg_auc_other,Others,
msg_auc_party_all,All,
msg_auc_party_bh,Fairy,
msg_auc_party_em,Wizard,
msg_auc_party_fm,Monk,
msg_auc_party_qc,Assassin,
msg_auc_party_xq,Tamer,
msg_auc_pet_rider,Pet / Mount,
msg_auc_point_bid_level_low,Can't bid!  Your level is lower than the request to bid T-Points.,
msg_auc_point_level_low,Can't auction!  Your level is lower than the request to auction T-Points.,
msg_auc_point_money_overflow,Can't auction!  Auction price is higher than the upper limit to auction T-Points.,
msg_auc_point_money_too_low,Can't auction!  Auction price is lower than the minimum request to auction T-Points.,
msg_auc_price_isexceed,Your bid price to [%s] was exceeded.,
msg_auc_price_lower,Bid price was exceeded.,
msg_auc_remain_days,Left %d days.,
msg_auc_ring,Ring,
msg_auc_sale_cancel,Auction cancelled.,
msg_auc_sale_cancel_p_t,Auction cancelled: %s,
msg_auc_sale_failed,Auction failed.,
msg_auc_sale_failed_p_t,Auction failed: %s.,
msg_auc_sale_success,Auction succeed.,
msg_auc_sale_success_p_c,"Auction [%s] succeed.
Get money: %s.",
msg_auc_sale_success_p_t,Auction succeed: %s.,
msg_auc_sash,Belt,
msg_auc_self_bid,You are not suppose to bid the item belongs to you.,
msg_auc_shoes,Boots,
msg_auc_short,short,
msg_auc_stone,Gems,
msg_auc_sub_trump,Assistant Talisman,
msg_auc_sys_sender,Auction,
msg_auc_total,"Total auction goods: %d, current page %d ",
msg_auc_type_card,Talisman Point Codes,
msg_auc_unique_ask,Are you sure to purchase [%s] at 'buy now' price?,
msg_auc_very_long,very long,
msg_auc_w_bs,Dagger,
msg_auc_w_cz,Shovel,
msg_auc_w_fd,Flying Blade,
msg_auc_w_fj,Flying Sword,
msg_auc_w_fl,Flying Wheel,
msg_auc_w_fz,Pearl,
msg_auc_w_g,Bow,
msg_auc_w_gz,Staff,
msg_auc_w_ld,Chain Simitar,
msg_auc_w_n,Crossbow,
msg_auc_win_item,You won the bid to item [%s].,
msg_auc_work_off,Your item [%s] is sold.,
msg_auction_card_save_hlink,Present,
msg_auction_get_link,Get the auction item,
msg_auction_hint,Please put in the auction item.,
msg_auction_hlink,Auction ,
MSG_AUTO_BAR_NEEDSAVE,Save ,
MSG_AUTO_BAR_SAVE_CONFIRM,Save or not?,
MSG_AUTO_BAR_SAVEED,Saved,
msg_auto_walk1,"Auto-path destination coordination (%d,%d)",
msg_auto_walk3,"Auto-path will lead to trans-scene, so you need pay %s Gold %s Silver %s Copper, do you agree?",
msg_auto_walk4,"Auto-path will lead to trans-scene, so you need pay %s Gold %s Silver %s Copper, but you have no enough money.",
msg_bag_already_exist,This item box exists already.,
msg_bag_is_full,Your item box is full.,
MSG_BANK,Warehouse,
MSG_BANK_SETPWD, (Set Password),
msg_basedmg,Basic Damage,
MSG_BASEDMG_ADD,Basic damage increase %.2f points.,
MSG_BATTLESTATE_ERROR,"Operation failed, you are not in battle state.",
MSG_BATTLESTATE_ERROR1,"Operation failed, you are in battle state. ",
msg_block_add_block_hint,Add into Black List,
msg_block_input_user_name,Please input the name you want to block.,
msg_block_title,Block List,
msg_bulletin_success,Your bulletin has been submitted.  System will post it soon.  Please wait.,
msg_bulletin_sysbusy,"Bulletin system is busy now, please try later.",
msg_bulletin_x_to_y,%s is speaking to %s: %s,
msg_business_already_lock_item,It has been locked.,
msg_business_bag_full,Not enough blanks in your item box.,
msg_business_buy_item,Purchase Item,
msg_business_can_not_operate_item,You can't operate this item.,
msg_business_lock_item,Click to lock.,
msg_business_lock_item_first,Please lock first.,
msg_business_max_buy_one_time,The maximum amount of stuff you can buy in one time.,
msg_business_money_overflow,"Your money will be overflow, you can not sell your items.",
msg_business_need_pvp,Competition Points Cost: %d,
msg_business_no_contribute,No enough Contribution Value. You can't purchase.,
msg_business_no_credit,"Not enough reputation, you can't purchase.",
msg_business_no_money,"Not enough money, you can't purchase.",
msg_business_no_pvp,"Can't buy it, because you have no enough Competition Points!",
msg_business_sale_item,Sell Item,
msg_business_sale_max,The maximum amount of stuff you can sell in one time.,
msg_business_shop_far_can_not_buy,"You are too far from the shop, you can't purchase.",
msg_business_shop_far_can_not_sale,"You are too far from the shop, you can't sell.",
msg_business_shop_item_already_sale_out,[%s] has been sold already.,
msg_business_trade_can_not_operate_item,Some one can't operate item.,
msg_business_trade_conform_trade,Confirm Trade,
msg_business_waitting_other_lock_item,Wait for the player to lock and trade.,
msg_bussiness_need_credit,Purchase Needs,
msg_bussiness_need_credit2,[%s] %s,
msg_bussiness_need_guildcontribute,Guild Contribution Value: %d,
msg_calendar_create_event_error1,Title and content cannot be blank.,
msg_calendar_create_event_error2,Title or content is too long [Title %d/%d] [Content %d/%d],
msg_calendar_create_event_error3,You can create %d cases at most.,
msg_calendar_create_event_error4,Failed to create case.,
msg_calendar_create_event_error5,Please select date.,
msg_calendar_create_event_error6,Invalid date (%d/%d/%d),
msg_calendar_delete_event_error1,The case you want to delete does not exist.,
msg_calendar_event_recever,Related Player,
msg_calendar_event_sync_from_other_ask,"%s requests synchronization
Title: %s
Content: %s",
msg_calendar_event_type_1,Daily Event ,
msg_calendar_event_type_2,Weekly Event,
msg_calendar_event_type_3,Festival Event,
msg_calendar_event_type_all,All,
msg_calendar_sync_event_from_other_error1,Related Player's name cannot be blank.,
msg_calendar_sync_event_from_other_error2,No information found.,
msg_calendar_sync_event_from_other_error3,Related player [%s] does not exist or is offline.,
msg_calendar_sync_event_from_other_error4,No information found.,
msg_calendar_sync_event_from_other_error5,"%d cases can be created at most, so synchronization failed.",
msg_calendar_sync_event_from_other_error6,Failed to create synchronization.,
msg_calendar_sync_event_to_other_error1,Related player [%s] does not exist or is offline.,
msg_calendar_sync_event_to_other_error2,No information found.,
msg_callfriend_agree,[%s] agreed to teleport.,
msg_callfriend_disagree,[%s] didn't agree to teleport.,
msg_callfriend_ecytype,Can't teleport player in scenario.,
msg_callfriend_fail_offline,Teleport failed.  The player [%s] is offline.,
msg_callfriend_menu,Teleport the player ,
msg_callfriend_not_in_area,Transport is unavailable to this area.,
msg_callfriend_request,[%s] want to teleport you to his/her side.  Do you agree?,
msg_callfriend_samescene,Teleport failed.  You are not in the same scene.,
msg_callfriend_useroffline,Teleport failed.  The player [%s] is offline.,
msg_callfriend_wararea,Can't teleport player in war area.,
msg_can_not_add_gm_block,You cannot block GM,
msg_can_not_add_gm_enemy,You cannot add GM to Foe list,
msg_can_not_add_gm_friend,You cannot add GM as your Friend.,
msg_can_not_be_seen_name,Hollow Man?!,
msg_can_not_zoom_in,Can not largen any more.,
msg_can_not_zoom_out,Can not reduce any more.,
msg_can_use_mouse_to_choice,Right click mouse to choose.,
MSG_CANNOT_BANK,This item can not be put into warehouse.,
MSG_CANNOT_PUTIN_TASKITEM,Quest item can not be deposited.,
msg_card_hint_head,T-Points:,
msg_card_save_input_error,"Input error, please try again.",
msg_card_save_server_busy,"Server is busy, please try again later.",
msg_card_sn_pw_invalid,Code or Password is invalid.,
msg_card_sn_pw_null,Code or Password can't be blank.,
MSG_CD_1,Cooling Time: %d hour %d minute %d second,
MSG_CD_2,Cooling Time: %d hour %d minute,
MSG_CD_3,Cooling Time: %d minute %d second,
MSG_CD_4,Cooling Time: %d minute,
MSG_CD_5,Cooling Time: %d second,
MSG_CD_6,Cooling Time: %.1f second,
MSG_CDLEFT_1,Cooling Time Left: %d hour %d minute %d second,
MSG_CDLEFT_2,Cooling Time Left: %d hour %d minute,
MSG_CDLEFT_3,Cooling Time Left: %d minute %d second,
MSG_CDLEFT_4,Cooling Time Left: %d minute,
MSG_CDLEFT_5,Cooling Time Left: %d second,
msg_change_smallpet_appearance1,This item is only available when little pet is summoned out.,
msg_change_smallpet_appearance2,"Your little pet will be in the metamorphosis of %s, this state will end at %d/%02d/%02d %02d:%02d.  If the pet is already in a metamorphosis state, the current effect will be replaced.  Are you sure to use this item?",
msg_change_smallpet_appearance3,Metamorphosis: %s,
msg_change_smallpet_appearance4,End Time of Metamorphosis: %d/%02d/%02d %02d:%02d,
msg_changepk_hotkey,Switch PK Mode,
msg_channel_not_open,This channel not open yet.,
msg_chat_area_limit,You are not allowed to say so much in this area.,
msg_chat_content_too_long,"Your speak too long, please keep your words short.",
msg_chat_help_1,#r \abbr symbol language supported.  #r /s general channel.  #r /t team channel.  #r /g guild channel.  #r /y shout channel.  #r /p profession channel.  #r /d trading channel.  #r /w world channel.  #r /playername means whisper with this player.,
msg_chat_help_2,#r ##figure insert symbol language.  #r ##r start new line.  #r #### support## symbol.  #r ##b input#b flash #n words.  #r ## input #u underline #n character.  #r ##R  input #R red #n character.  #r ##G can input #G green #n character.  #r ##B input #B blue #n character.  #r ##Y input #Y yellow #n character.  #r ##W input #W white #n character.  #r ##K input #K black #n character.  #r ##c hex RGB value input appointed color and characters.  #r ##n restore standard color and status.,
msg_chat_help_help,/? chat   Chatting system help,
msg_chat_level_too_low,You can't speak before reach required level.,
msg_chat_media_priv_error,You can't speak in Rumor Channel.,
msg_chat_private_chat_info,Whisper,
msg_chat_rclick_prompt,Right click to start chatting.,
msg_chat_speak_too_quick,"You speak too fast, please slow down.",
msg_chat_you_can_not_speak,You are forbidden to talk.,
msg_chat_you_not_have_friend,You have no friend yet!,
msg_chat_you_not_have_team,Currently no team.,
msg_chit,C.Strike,
msg_chit_dmg,Critical Strike Damage,
MSG_CHIT_HINT,"When attack level %d enemy, %.2f%% chance to critical strike.",
msg_chit_rate,Critical Strike Rate,
MSG_CLEARSMALLPETPOINTS_ASK,Are you sure to reset your pet's attribute points?,
MSG_CLEARSMALLPETPOINTS_NONE,Please summon your pet first.,
MSG_COMPOSING_,Prescription,
msg_con,Vitality,
msg_concentrate_gain,Got %d Experience and %d Energy.,
msg_concentrate_help,Concentration Help,
msg_concentrate_start,Start,
msg_concentrate_stop,Stop,
msg_concentrate1,"You are dead, so concentration stopped.",
msg_concentrate10,You can not start concentration when setting stall.,
msg_concentrate2,The lowest level for concentration is %d.,
msg_concentrate3,"Full Experience, so you cannot continue concentration.",
msg_concentrate4,"Full Energy, so you can not continue concentration.",
msg_concentrate5,"Not enough concentration numbers left, you cannot continue concentration.",
msg_concentrate6,"Not enough Concentration Pellet, you cannot continue concentration.",
msg_concentrate7,You've entered a Concentration-forbidden place.,
msg_concentrate8,You've left the Concentration-forbidden area.,
msg_concentrate9,You cannot concentrate in this area.,
msg_copy_name_info,Copy Name,
msg_count_down_1,"When you accumulate online time of 5 minutes, you will be rewarded a small newbie gift ""Lavender Tiger"" from system via Post Officer.",
msg_count_down_2,"When you accumulate online time of 15 minutes, you will be rewarded a medium newbie gift of 2 bound ""Fragrant Amulet"" from system via Post Officer.",
msg_count_down_3,"When you  accumulate online time of 30 minutes, you will be rewarded an advanced newbie gift of 1 bound ""Little Panda"" from system via Post Officer.",
msg_create_ectype_error,Failed in creating scenario.,
msg_create_ectype_so_many,"You created too many scenarios in the last hour, team scenario not included.",
msg_credit_show_0,Repu. lvl 1,
msg_credit_show_1,Repu. lvl 2,
msg_credit_show_10,Repu. lvl 11,
msg_credit_show_2,Repu. lvl 3,
msg_credit_show_3,Repu. lvl 4,
msg_credit_show_4,Repu. lvl 5,
msg_credit_show_5,Repu. lvl 6,
msg_credit_show_6,Repu. lvl 7,
msg_credit_show_7,Repu. lvl 8,
msg_credit_show_8,Repu. lvl 9,
msg_credit_show_9,Repu. lvl 10,
MSG_DAY,%d day,Effect Display
msg_day_before, %d days ago,
MSG_DAY2,Day,
msg_db_error1,"Server error, invalid login(10).",
msg_db_error2,"Server error, invalid login(11).",
msg_dead_not_talk,You cannot talk to NPC when you are dead.,
msg_dead_punish_prompt1,Ordinary revival will make you lose experience and energy. You are recommended to use Jackstraw.,
msg_dead_punish_prompt2,Ordinary revival will not make your lose experience and energy.,
msg_dead_report,It's said %s was defeated.,
MSG_DECOMP_CONFIRM,Are you sure to decompose [%s] ?,
MSG_DECOMP_ERROR1,This item can't be decomposed.,
MSG_DECOMP_ERROR2,Please leave some more blanks in item box.,
MSG_DECOMP_ERROR3,Bound or Soul Infused item can't be decomposed.,
MSG_DECOMP_ERROR4,You need reach higher decompose skill to decompose this item.,
MSG_DECOMP_ERROR5,Signed item cannot be decomposed.,
MSG_DEL_CONFIRM,Are you sure to delete [%s] ?,
MSG_DEL_CONFIRM_,Delete Confirmed,
msg_delete_char1,Are you sure to delete?,
msg_delete_char2,Please input 'DELETE' in the box to confirm.,
msg_demo_this_cloth_can_not_level_up,This armor can't be level up.,
msg_demo_this_weapon_can_not_level_up,This Weapon Talisman can't be level up.,
msg_dex,Dexterity,
msg_diamond_hint_head,Amount ,
MSG_DISTANCE,Distance,
MSG_DISTANCE_GE,Distance has to be exceed %d.,
msg_dmg,Damage,
MSG_DMG_,Damage: %d - %d,
MSG_DMG_MAX_,%d - %d,
MSG_DMGABSORB_,+ %d Damage Absorb,
msg_dmgreduce,Damage Decrease,
MSG_DMGREDUCE_HINT,"To level %d enemy, physical damage decrease: %.2f%%",
msg_dodge,Dodge,
