程序导标记，不用翻译,,
STRID,LAN,Remark
help_1417_desc,Please talk to the Buddha Slave who has a golden question mark over his head to report your quest.,
help_1416_title,Find NPC,
help_1416_fail_2,"Click ""Buddha Slave"" to auto-path to his location.",
help_1416_fail_1,"Click ""Enhance Weapon Talisman""",
help_1416_desc,Click the Quest Notify Spot NPC and auto-path to the location.,
help_1415_title,Open Quest Window,
help_1415_fail_1,Click here to open Item window.,
help_1415_desc,"Open the quest window, you will see that this quest has been done.  Now you can find the NPC to report this quest.",
help_1413_title,Stop Enhancing Weapon Talisman,
help_1413_fail_1,"Click ""Stop Enhancing"" Button",
help_1413_desc,"Click the ""Stop Enhancing"" button to stop enhancing the Talisman.",
help_1412_title,Start Enhancing Talisman,
help_1412_fail_1,"Click ""Start Enhancing"" Button",
help_1412_desc,"System has shown all your current equipped Talisman.  Please click the ""Start Enhance"" button below the Talisman that you want to enhance.",
help_1411_title,"Open ""Talisman Enhancement"" Window",
help_1411_fail_1,"Click ""Enhance Talisman"" Button",
help_1411_desc,"Press ""S"" to open Skill window and click ""Enhance"" button.",
help_1410_title,Find Apes,
help_1410_fail_2,"Click ""Apes"" to auto-path to their locations.",
help_1410_fail_1,"Click the Quest ""Drive Away the Apes""",
help_1410_desc,"Click the underlined words below the ""Quest Target"" to auto-path to the target.",
help_1409_title,Open Skill Box,
help_1409_fail_1,Click here to open the Skill window.,
help_1409_desc,"Press ""S"" or click the Skill button to open skill window.",
help_1407_title,Open Accept Quest Window,
help_1407_fail_1,"Click ""Accept Quest""",
help_1407_desc,"Right click NPC and select ""Acceptable Quest"".  Right click the green quest to open ""Quest Description"" window.",
help_1406_title,Talk to NPC,
help_1406_fail_1,"Click ""Acceptable Quest""",
help_1406_desc,You can hold down the right mouse to find the NPC who has a exclamation mark over the head.  Talk to him to accept quest.,
help_1405_title,Find Quest NPC,
help_1405_fail_1,Talk to NPC,
help_1405_desc,"Press ""T"" to open quest list.  Click ""Enhance Talisman"".  Then click the green name of NPC in the right list to auto-path to his location.",
help_1404_title,Close Quest Window,
help_1404_fail_1,"Golden Wing Bird is just near around, now you can close the quest window.",
help_1404_desc,"Golden Wing Bird is just near around, please accept new quest from him.",
help_1403_title,Check Current Acceptable Quest,
help_1403_fail_2,"Click ""Golden Wing Bird"" to auto-path to his location.",
help_1403_fail_1,"Click ""Current Acceptable Quest""",
help_1403_desc,"Click ""Today's Acceptable Quest"", then you can check current acceptable quests and NPC.",
help_1402_title,Enhance Talisman,
help_1402_fail_1,,
help_1402_desc,"Press ""T' to open quest list.  Select ""Current Acceptable Quest"" to auto-path the NPC's location. Please go to visit the NPC who has a exclamation mark over his head and right click him to accept quest from him.  ",
help_14_title,Finish Quest,
help_14_fail_1,"Click ""Accomplish"" to finish this quest!",
help_14_desc,"Please click ""Accomplish"" button to finish this quest.",
help_1303_title,World Map Introduction,
help_1303_fail_1,This is the world map.  You can view the whole world of Talisman Online.,
help_1303_desc,You can see almost all opened areas in world map.  You can also see your character's current location and your teammates' locations.,
help_1302_title,Open World Map,
help_1302_fail_1,"Click here to open ""World Map"".",
help_1302_desc,"You can press ""M"" or click the ""earth"" icon (beside the mini-map) to check world map.  ",
help_13_title,Open Finished Quest window,
help_13_fail_1,"Click ""Golden Wing Bird's Request""",
help_13_desc,"Click the queen quest ""Golden Wing Bird's Request"" below the ""Quests could be finished"" to get rewards.",
help_1210_title,Guide Introduction,
help_1210_fail_1,It's a way to identify an equipment.  You can also identify your other equipment.,
help_1210_desc,The guide picture has introduced the way to identify the equipment.  Now you can identify your equipment.,
help_1209_title,Open guide picture,
help_1209_fail_1,"Click to open ""Demonstration Picture""",
help_1209_desc,You can open the guide picture to see how to identify equipment.,
help_1208_title,Open Item Box,
help_1208_fail_1,"Click to open ""Item Box"" Window",
help_1208_desc,We need to find the equipment whose potential attribute needs to be activated.  Open your Item Box and find this equipment.,
help_1207_title,Identify,
help_1207_fail_1,"Click ""Ok""",
help_1207_desc,"Open the dialogue and you will see the ""Identify"" button, if you want to activate the potential attribute of an equipment, please click the ""Identify"".",
help_1206_title,Talk to NPC,
help_1206_desc,Now please right click Blacksmith and talk to him.,
help_1205_title,Close Surroundings Window,
help_1205_fail_1,"Blacksmith is a man with a hammer over his head.  If you find him, please close this window and talk to him.",
help_1205_desc,auto-path to the Blacksmith and close this window.,
help_1204_title,Find NPC,
help_1204_fail_1,"Click ""Blacksmith"" to auto-path.",
help_1204_desc,"Find and left click ""Blacksmith"" in the NPC list to auto-path the Blacksmith.",
help_1203_title,Switch to nearby NPC list.,
help_1203_fail_1,Click here to switch to nearby NPC list.,
help_1203_desc,"Click the ""NPC"" in the window to switch to the nearby NPC list, from which you can check all NPCs in the current map.",
help_1202_title,Open Surroundings Window,
help_1202_fail_1,Click here to open Surroundings Window.,
help_1202_desc,"You've got an equipment with a potential attribute.  Please go to visit Blacksmith and activate this attribute.  You can click the ""Surroundings"" button beside the mini-map to find Blacksmith.",
help_12_title,Talk to Quest NPC to Report Quest (2),
help_12_desc,"Go to find the NPC and right click him to talk to him.   Click the green quest name ""Golden Wing Bird's Request"" below ""Quests could be finished"" to get rewards.",
help_119_title,Finish Quest,
help_119_fail_1,"Click ""Accomplish""",
help_119_desc,"Please click the ""Accomplish"" button to finish this quest.",
help_118_title,Open Finished Quest window,
help_118_fail_1,"Click ""Golden Wing Bird's Request""",
help_118_desc,"Click the green quest name ""Golden Wing Bird's Request"" below the ""Quests could be finished"" to get rewards.",
help_117_title,Talk to Quest NPC to Report Quest (2),
help_117_desc,"Go to find the NPC and right click him to talk to him.   Click the green quest name ""Golden Wing Bird's Request"" below ""Quests could be finished"" to get rewards.",
help_116_title,Talk to Quest NPC to Report Quest (1),
help_116_fail_1,"Buddha Slave is just near around, now please close this window and report finish to him.",
help_116_desc,Please go to visit the NPC who has a question mark over his head to report your quest.  Then this quest will be finished.,
help_115_title,Quest Notify Spot,
help_115_fail_2,"Click the green name of ""Golden Wing Bird"" below ""Quest Notify Spot"" to auto-path to the NPC's location.",
help_115_fail_1,"Click the quest ""Golden Wing Bird's Request"".",
help_115_desc,"Press ""T"" to open quest list.  Click ""Golden Wing Bird's Request"" in the left of quest list.  Then click the green name of NPC in the right list to auto-path to his location.",
help_114_title,Check Quest Info,
help_114_fail_1,Click here to check quest list.,
help_114_desc,Please open the quest list again to check quest info.,
help_1123_title,Finish Quest,
help_1123_fail_1,"Click ""Accomplish Quest""",
help_1123_desc,"Click the quest ""Villagers' Food"" to check details.  Finish the quest and get rewards.",
help_1122_title,Click Quest,
help_1122_fail_1,"Click ""Villagers' Food""",
help_1122_desc,"You can see the ""Villagers' Food"" in ""Quests could be finished"".",
help_1121_title,Talk to NPC,
help_1121_desc,Click NPC to open dialogue window.,
help_1120_title,Close Quest Window,
help_1120_fail_1,"Hunter Zhang is just near around, you can close the window now.",
help_1120_desc,"Auto-path to the NPC's location, then you can finish this quest window.",
help_112_title,Kill Little Den Monster,
help_112_desc,Please click Little Den Monsters and kill them.,
help_1119_title,Find NPC,
help_1119_fail_2,"Click ""Hunter Zhang"" and auto-path to his location.",
help_1119_fail_1,"Click ""Villagers' Food""",
help_1119_desc,The underlined words below the quest name is the quest NPC's name.  Click the name to auto-path to his location.,
help_1118_title,Open Quest Window,
help_1118_fail_1,Click here to open quest window.,
help_1118_desc,Open quest window to check quest info.,
help_1116_title,Villagers' Food,
help_1116_desc,Kill the Big Mushroom and pick up quest items.,
help_1115_title,Close Quest Window,
help_1115_fail_1,"Big Mushrooms are just near around, now you can close this window.",
help_1115_desc,"Auto-path to the NPC's location, then you can finish this quest window.",
help_1114_title,Find NPC,
help_1114_fail_2,"Click ""Big Mushroom"" to auto-path.",
help_1114_fail_1,"Click ""Villagers' Food""",
help_1114_desc,The underlined words below the quest name is the quest NPC's name.  Click the name to auto-path to his location.,
help_1113_title,Open Quest Window,
help_1113_fail_1,Click here to open quest window.,
help_1113_desc,Open quest window to check quest info.,
help_1112_title,Villagers' Food,
help_1112_desc,Kill the Small Mushroom and pick up quest items.,
help_1111_title,Close Quest Window,
help_1111_fail_1,"Small Mushrooms are just near around, now you can close this window.",
help_1111_desc,"Auto-path to the NPC's location, then you can finish this quest window.",
help_1110_title,Find NPC,
help_1110_fail_2,"Click ""Small Mushroom"" to auto-path.",
help_1110_fail_1,"Click ""Villagers' Food""",
help_1110_desc,The underlined words below the quest name is the quest NPC's name.  Click the name to auto-path to his location.,
help_111_title,Kill Little Den Monster,
help_111_fail_1,"Little Den Monster is just near around, now you can close this window.",
help_111_desc,"Little Den Monster is just near around, now you can close this window.",
help_1109_title,Open Quest Window,
help_1109_fail_1,Click here to open quest window.,
help_1109_desc,Open quest window to check quest info.,
help_1107_title,Accept Quest,
help_1107_fail_1,"Click ""Accept Quest""",
help_1107_desc,"Click ""Accept Quest"" to get new quests.",
help_1106_title,Click Quest,
help_1106_fail_1,"Click ""Villagers' Food""",
help_1106_desc,"You can see the acceptable quest ""Villagers' Food"" in the dialogue.",
help_1105_title,Talk to NPC,
help_1105_desc,Click NPC to open dialogue window.,
help_1104_title,Close Quest Window,
help_1104_fail_1,"Villagers are just near around, now you can close this box.",
help_1104_desc,Auto-path to the NPC and you can close the window.,
help_1103_title,Find NPC,
help_1103_fail_2,"Click the quest ""Villagers' Food"".",
help_1103_fail_1,Click Acceptable Quest,
help_1103_desc,The underlined words below the quest name is the quest NPC's name.  Click the name to auto-path to his location.,
help_1102_title,Open Quest Window,
help_1102_fail_1,Click here to open quest window.,
help_1102_desc,Open quest window to check quest info.,
help_110_title,Find Little Den Monster,
help_110_fail_2,"Click ""Little Den Monster"" to auto-path to its location.",
help_110_fail_1,"Click ""Golden Wing Bird's Request""",
help_110_desc,"Press ""T"" to open quest list.  Click ""Golden Wing Bird's Request"" in the left of quest list.  Then click the green name of NPC in the right list to auto-path to his location.",
help_11_title,Talk to Quest NPC to Report Quest (1),
help_11_fail_1,"Golden Wing Bird is just near around, you can close this window now.",
help_11_desc,Please go to visit the NPC who has a question mark over his head to report your quest.  Then this quest will be finished.,
help_109_title,Check Quest Info,
help_109_fail_1,Click here to check quest list.,
help_109_desc,"Open ""T"" or press the blue icon to open quest list.",
help_107_title,Accept Quest,
help_107_fail_1,"Click ""Accept""",
help_107_desc,"Please click ""Accept"" button.",
help_106_title,Open Accept Quest Window,
help_106_fail_1,"Click ""Golden Wing Bird's Request""",
help_106_desc,"Right click NPC and select ""Acceptable Quest"".  Right click the green quest to open ""Quest Description"" window.",
help_105_title,Talk to NPC,
help_105_desc,You can hold down the right mouse to find the NPC who has a exclamation mark over the head.  Talk to him to accept quest.,
help_104_title,Find Quest NPC,
help_104_fail_1,"Golden Wing Bird is just near around, you can close this window now and accept new quest from him.",
help_104_desc,"Press ""T"" to open quest list.  Click ""Golden Wing Bird's Request"" in the left of quest list.  Then click the green name of NPC in the right list to auto-path to his location.",
help_103_title,Check Current Acceptable Quest,
help_103_fail_2,"Click ""Buddha Slave"" to auto-path to his location.",
help_103_fail_1,"Click ""Current Acceptable Quest""",
help_103_desc,"Click ""Today's Acceptable Quest"", then you can check current acceptable quests and NPC.",
help_102_title,Current Acceptable Quest,
help_102_fail_1,Click here to check quest list.,
help_102_desc,"Press ""T' to open quest list.  Select ""Current Acceptable Quest"" to auto-path the NPC's location. Please go to visit the NPC who has a exclamation mark over his head and right click him to accept quest from him.  ",
help_1019_title,Finish Quest,
help_1019_fail_1,"Click ""Accomplish Quest""",
help_1019_desc,"Click the quest ""Adult Wolves"" to check details.  Please finish the quest and get rewards.",
help_1018_title,Click Quest,
help_1018_fail_1,"Click ""Adult Wolves""",
help_1018_desc,"You can see the acceptable quest ""Adult Wolves"" in the dialogue.",
help_1017_title,Talk to NPC,
help_1017_desc,Click NPC to open dialogue window.,
help_1016_title,Close Quest Window,
help_1016_fail_1,"Hunter Zhang is just near around, you can close the window now.",
help_1016_desc,Auto-path to NPC and you can close the window.,
help_1015_title,Find NPC,
help_1015_fail_2,"Click ""Hunter Zhang"" and auto-path to his location.",
help_1015_fail_1,"Click ""Adult Wolves""",
help_1015_desc,The underlined words below the quest name is the quest NPC's name.  Click the name to auto-path to his location.,
help_1014_title,Open Quest Window,
help_1014_fail_1,Click here to open quest window.,
help_1014_desc,Open quest window to check quest info.,
help_1012_title,Adult Wolves,
help_1012_desc,Kill Adult Wolves,
help_1011_title,Close Quest Window,
help_1011_fail_1,"Adult Wolves are just near around, you can close the window now.",
help_1011_desc,Auto-path to the NPC and you can close the window.,
help_1010_title,Find NPC,
help_1010_fail_2,"Click ""Adult Wolf"" to auto-path to its location.",
help_1010_fail_1,"Click ""Adult Wolves""",
help_1010_desc,The underlined words below the quest name is the quest NPC's name.  Click the name to auto-path to his location.,
help_1009_title,Open Quest Window,
help_1009_fail_1,Click here to open quest window.,
help_1009_desc,Open quest window to check quest info.,
help_1007_title,Accept Quest,
help_1007_fail_1,"Click ""Accept Quest""",
help_1007_desc,"Click ""Accept Quest"" to get new quests.",
help_1006_title,Click Quest,
help_1006_fail_1,"Click ""Adult Wolves""",
help_1006_desc,"You can see the quest ""Adult Wolves"" in the dialogue.",
help_1005_title,Talk to NPC,
help_1005_desc,Click NPC to open dialogue window.,
help_1004_title,Close Quest Window,
help_1004_fail_1,"The Villager is just near around, now you can close this window.",
help_1004_desc,Auto-path to NPC and you can close the window.,
help_1003_title,Find NPC,
help_1003_fail_2,"Click the quest ""Adult Wolves"".",
help_1003_fail_1,Click Acceptable Quest,
help_1003_desc,The underlined words below the quest name is the quest NPC's name.  Click the name to auto-path to his location.,
help_1002_title,Open Quest Window,
help_1002_fail_1,Click here to open quest window.,
help_1002_desc,Open quest window to check quest info.,
help_10_title,Quest Notify Spot,
help_10_fail_2,"Click the green name of ""Buddhist Novice Ming"" below ""Quest Notify Spot"" to auto-path to the NPC's location.",
help_10_fail_1,"Click the quest ""Golden Wing Bird's Request"".",
help_10_desc,"Press ""T"" to open quest list.  Click ""Golden Wing Bird's Request"" in the left of quest list.  Then click the green name of NPC in the right list to auto-path to his location.",
fuben014_xuanshizhijie,Dark Stone,
fuben014_xuanshizhen,Dark Stone Arrange,
fuben014_lijiejie,Internal Magic Ward,
fuben014_biaojiejie,Surface Magic Ward,
fuben013_youanmilin,Murk Woods,
fuben013_talin,Tower Woods,
fuben013_shelita,Buddha Tower,
fuben013_heishuihu,Black Water Lake,
credit_youanmilin,Murk Woods,
credit_xuanshizhijie,Dark Stone,
calendar_Spring,[no_use],
calendar_siege,Blood Palace War,
calendar_race,Player Race,
calendar_PVE,South Border Land,
calendar_guild,Guild War,
calendar_Desc_Spring,[no_use],
calendar_Desc_siege,Blood Palace War,
calendar_Desc_race,Player Race,
calendar_Desc_PVE,South Border Land,
calendar_Desc_guild,Guild War,
calendar_Desc_caizhu,Celestial Pearl,
calendar_caizhu,Celestial Pearl,
xqIndex,"Tamer Gong Ye Huang is good at animals' language, and can talk with every kinds of animals.  He overheard the sound from the white parrot and get a Tao book.  He was enlightened and created Profession Tamer after many years' enhancement.  Tamer increase their own ability by domesticate different kinds of wild animals.,,,,
,,
Standard Point: HP / Mana,,
Weapons: Bow and Crossbow ",,,,,,,,,
traffic_station_jadecity,Jade City,
traffic_station_jadetostone,Stone City,
traffic_station_yuelongcunshizhe,Stone City,
traffic_station_yuelongcunguanguang,Tourist Guide of Moon Dragon Village,
traffic_station_yuelongcunchuansongshizhe,Moon Dragon Village,
traffic_station_yuchengcun,Sand Village,
traffic_station_yuchen,Sand Village,
traffic_station_xueshenwai,Blood Palace Outer City,
traffic_station_xueshennei,Blood Palace Inner City,
traffic_station_xueshenlie,Blood Palace Hunting Ground,
traffic_station_xueshen2,Blood Palace Right,
traffic_station_xueshen1,Blood Palace Left,
traffic_station_xueshancun,Snow Village,
traffic_station_xueshan,Snow Mountain,
traffic_station_wuduqv,Virulent Zone,
traffic_station_wenzhurukou,Entrance of Spider Chamber,
traffic_station_wenzhuchukou,Spider Chamber,
traffic_station_wanzhujiannpc6,Myth Stele,
traffic_station_wanzhujiannpc5,Floating Ghost,
traffic_station_wanzhujiannpc4,Caravan Captain,
traffic_station_wanzhujiannpc3,Caravan Survivor,
traffic_station_wanzhujiannpc2,Monk Huian,
traffic_station_wanzhujiannpc1,Scout of Cloud Mountain,
traffic_station_tuneishi,Cella of Earth,
traffic_station_tuhufa,Soul of Earth Guardian,
traffic_station_tianhuacun,Sky Village,
traffic_station_tianhua,Sky Village,
traffic_station_shuineishi,Cella of Water,
traffic_station_shuihufa,Soul of Water Guardian,
traffic_station_shuangtoushechuansongshi,South Border Beach,
traffic_station_sheshanshanxia,Piedmont of Snake Mountain,
traffic_station_shangyuanyindi,The Wounded Camp,
traffic_station_renjiandiyu,Butcher Hell,
traffic_station_quanguogede,Stone City,Stone City
traffic_station_qixingtai5d,Flying Turtleback,
traffic_station_qixingtai5,4F of Star Tower,
traffic_station_qixingtai4d,4F of Star Tower,
traffic_station_qixingtai4,3F of Star Tower,
traffic_station_qixingtai3d,3F of Star Tower,
traffic_station_qixingtai3,2F of Star Tower,
traffic_station_qixingtai2d,2F of Star Tower,
traffic_station_qixingtai2,1F of Star Tower,
traffic_station_qixingtai1d,1F of Star Tower,
traffic_station_qixingtai1,Outside Star Tower,
traffic_station_qingshuiba,Clear Water Dam,
traffic_station_qingluoshan,Whorl Mountain,
traffic_station_ningbiya,Green Scarp,
traffic_station_nanjiangshizhe,Sand Village,
traffic_station_nanjiangchuansongshizhe,South Border Land,
traffic_station_muxuewai,Secret Cemetery,
traffic_station_muxuenei,Outside Secret Cemetery,
traffic_station_muneishi,Cella of Wood,
traffic_station_muhufa,Soul of Wood Guardian,
traffic_station_mogongneiting,Inner Hall,
traffic_station_mogongfubenrukou4,Scenario Entrance,
traffic_station_mogongfubenrukou3,Scenario Entrance,
traffic_station_mogongfubenrukou2,Scenario Entrance,
traffic_station_mogongfubenrukou1,Scenario Entrance,
traffic_station_mangcangshan,Vast Mountain,
traffic_station_lijiangcun,Beauty Village,
traffic_station_lieyanqv,Purgatory Zone,
traffic_station_liebaduo,The End of Chill Wind Cave,
traffic_station_jitan,Altar,
traffic_station_jinneishi,Cella of Metal,
traffic_station_jinhufa,Soul of Metal Guardian,
traffic_station_huzhuashan,Tiger Mountain,
traffic_station_huoneishi,Cella of Fire,
traffic_station_huohufa,Soul of Fire Guardian,
traffic_station_hanbingqv,Frost Zone,
traffic_station_guiwu,Ancient Laurel Ground,
traffic_station_guihuashanfuben3,Laurel Wonderland Entrance,
traffic_station_guihuashanfuben2,Machine Dog,
traffic_station_guihuashanfuben1,White Parrot,
traffic_station_guihua,Laurel Mountain,
traffic_station_guihongsenlin,Ghost Din Woods,
traffic_station_gaojijingjiguanli,Senior PK Arena,
traffic_station_gaojijingjichang,Stone City,
traffic_station_fubenchukou,Exit of Scenario,
traffic_station_danfangrukou,Outside Alchemical Room,
traffic_station_danfangchukou,Alchemical Room,
traffic_station_chujijingjiguanli,Junior PK Arena,
traffic_station_chujijingjichang,Stone City,
traffic_station_chengduzuo,Stone City Left,
traffic_station_chengduyou,Stone City Right,
traffic_station_chengduxijiao,West Suburb of Stone City ,
traffic_station_chengduguangchang,Stone City Square,
traffic_station_chengduchengdong,Stone City East,
traffic_station_chendu,Stone City,
traffic_station_changshacheng,Star Town,
traffic_station_baoxuejingjiguanli,Expert PK Arena,
traffic_station_baoxuejingjichang,Stone City,
traffic_station_69,Ghost Town Camp,
traffic_station_68,Black Iron Mine Camp,
traffic_station_67,Wind Stage Camp,
traffic_station_mdh,Moon Dragon Harbour,
traffic_station_pi,Peace Island,
traffic_station_prc,Teleport,
traffic_station_prc1,To Exit,
traffic_station_prc2,Floating Area,
traffic_station_prc3,Temple Forest,
traffic_station_prc4,Peacok Temple,
traffic_station_prc5,Water Area,
traffic_station_prc6,Water Temple,
traffic_station_prc7,Lava Entrance,
traffic_station_prc8,Lava Bridge,
traffic_station_prc9,Lava Temple,
traffic_station_prc10,Sword Temple,
traffic_station_prc11,Haunted Forest,
traffic_station_prc12,Floating Temple,
traffic_station_prc13,Lava Bridge,
traffic_station_prc14,Haunted Forest,
traffic_station_prc15,Buddhist Temple,
traffic_station_wp1,Teleport,
traffic_station_Pl1,Teleport,
Scenestable_sfb019,West Palace Organization,
Scenestable_sfb016,Pirate Lair,
Scenestable_JC,Jade Cave,
Scenestable_world4,Jade City,
Scenestable_fb014,Saturn Palace,
Scenestable_sfb050,Tiger Cave,
fuben019_xijijiao,West Palace,
sn001_matou,Jade City Harbour,
sn001_dadao,Jade City Road,
sn001_shiji,Jade City Market,
sn001_qiandian,Front Hall,
sn001_yishitin,Assembly Hall,
sn001_shendian,Holly Spirit Temple,
sn001_qiao,Spirit Snake Bridge,
sn001_gangshao,Sentry,
sn001_yingdi,Jia Tribe Vanguard Camp,
sn001_yuanshiyl,Primitive Rainforest,
sn001_yexianglin,Wild Elephant Forest,
sn001_jiabucl,Jia Tribe Village,
sn001_haian,Merino Coast,
sn001_yeshulin,Coconut Grove,
sn001_yibuyizhi,Relics,
sn001_haianfazhen,Heathen Trap,
sn001_yaojiaoguohaiyu,Qiao Contry Sea Area,
sn001_lubu,Lu Tribe,
sn001_wushentai,Lu Tribe Wizzard Stage,
sn001_lubucunluo,Lu Tribe Village,
sn001_conglindidai,Jungle Area,
sn001_xianzuyizhi,Ancestor Relics,
sn001_cuiluohe,Green Shell River,
sn001_libu,Li Tribe,
sn001_haidaochaoxue,Pirate Lair,
sn001_kongquehezhishang,Peacock River's Sorrow,
sn001_yuelonggangkou,"Moon Dragon Harbor",
sn001_anledao,"Peace Island",
sn001_xijijiao,"Xiji Relics",
sn001_ziyundao,"Cloud Island",
sn001_nanminghai,"South Sea",
sn001_nanmingjiao,"South Rock",
sn001_feihongdao,"Birdie Island",
sn001_xiuluodian,"Asura Palace",
sn001_tongyedao,"Coconut Island ",
sn001_funiudao,"Bull Island",
sn001_ziyungong,"Cloud Palace",
sn001_xuanguidian,"Black Turtle Palace",
spve001_yuanhou,Monkey Tribe,
spve001_shisunpo,Stalagmite Slope,
spve001_shatan,South Border Beach,
spve001_nvwa,Ancestor Fairy Stage,
spve001_cunluo,South Border Village,
spve001_baozelindi,Spore Forest,
sn001_zizhulinfangxian,Purple Bamboo Grove Line,
sn001_zizhulin,Purple Bamboo Grove,
sn001_zhaoshendian,Zhao's Palace,
sn001_yushendong,Ichthyoid Cave,
sn001_yuqingguan,Jade Nunnery,
sn001_yunlingzhuhai,Bamboo Forest of Cloud Mountain,
sn001_yunlingyoujing,Serene Hiking ,
sn001_yunlingshancun,Serene Village,
sn001_yuelongcunyizhi,Old Site of Village,
sn001_yuelongcunjiaowai,Outskirt of Village,
sn001_yuelongcun,Moon Dragon Village,
sn001_yuefu,Yue Mansion,
sn001_yuchengcunnan,Sand Village South,
sn001_yuchengcundong,Sand Village East,
sn001_yuchengcunbei,Sand Village North,
sn001_yuchengcun,Sand Village,
sn001_yuanlingfeixv,Bitter Elf Ruins,
sn001_yuanhousiling,Han River Stage,
sn001_yingbiyamidong,Green Scarp Secret Cave,
sn001_yingbiyahoushan,Back Mountain of Green Scarp ,
sn001_yingbiya,Green Scarp,
sn001_yijixibu,West of Relic,
sn001_yijinanbu,South of Relic,
sn001_yijidongbu,East of Relic,
sn001_yijibeibu,North of Relic,
sn001_yeluopo,Wild Mule Slope,
sn001_ybyshanjiao,Piedmont of Green Scarp,
sn001_yayizuyingdi,Yae Camp,
sn001_yalingzhai,Crow Forest,
sn001_yalin,Ya Place,
sn001_xulingta,Erratic Soul Tower,
sn001_xuesonglindi,Snow Forest,
sn001_xueshenlie,Blood Hunting Ground,
sn001_xueshenfight,Blood Palace,
sn001_xueshen,Blood Mountain,
sn001_xueshanliechang,Jokul Hunting Ground,
sn001_xueshancunluo,Snow Village,
sn001_xuantiekuangshan,Black Iron Mine,
sn001_xiuzhenfang,Fencing Room,
sn001_xijiaohuangdao,Barren Road of West Suburb,
sn001_xieshendian,Fiend Hall,
sn001_xiaochangbaishanshudong,White Mountain Cave,
sn001_xiaochangbaishanguanmulin,White Mountain Shrubberies,
sn001_wuzhongguangchang,Witch Cup Square,
sn001_wuhouci,Leud Temple,
sn001_wugongshan,Centipede Mountain,
sn001_wufengcaotan,Grass Pool,
sn001_wuduqv,Virulent Zone,
sn001_wenquangu,Hotspring Valley,
sn001_weijiacun,Wei's Village,
sn001_wangjianglou,Belvedere ,
sn001_tianyunxiaojin,Hiking Road ,
sn001_tianhuacunyewai,Sky Village Field,
sn001_tianhuacunxinan,Sky Village South West,
sn001_tianhuacunxi,West Suburb of Sky Village,
sn001_tianhuacunnan,South Suburb of Sky Village,
sn001_tianhuacundongnan,Sky Village South East,
sn001_tianhuacundongbei,Sky Village North East,
sn001_tianhuacundong,East Suburb of Sky Village,
sn001_tianhuacunbei,North Suburb of Sky Village,
sn001_tianhuacun,Sky Village,
sn001_simenshannanbu,South of Simen Mountain,
sn001_simenshanlu,Foothill of Simen Mountain,
sn001_simenshandongbu,East of Simen Mountain,
sn001_sikuangya,Four Standing Cliff,
sn001_shouxue,Den,
sn001_shisunpodi,Stalagmite Slope,
sn001_shirenhua,Datura Zone,
sn001_shijiaxiang,Gangster Alley,
sn001_shihualin,Stone Wood,
sn001_shanzhuangfeixu,Villa Ruins,
sn001_shanxiaochaoxue,Tusk Ogre Lair,
sn001_shanshulin,Fir Woods,
sn001_shangyuanyingdi,The Wounded Camp,
sn001_shangduiyingdi,Trade Caravan Camp,
sn001_shanfeilaochao,Bandit Fort,
sn001_shandong,Grain Storage,
sn001_shamo,Desert,
sn001_sancaijianbao,Wiz Sword Fort,
sn001_rongyanshangu,Lava Valley,
sn001_qiyundong,Outer Ease Cloud Cave,
sn001_qingyuansiwai,Outer Far Temple,
sn001_qingyuansi,Far Temple,
sn001_qingshuibashiji,Market of Clear Water Dam,
sn001_qingshuiba,Clear Water Dam,
sn001_qingshizhou,Blue Rock Land,
sn001_qingquanpingyuan,Fountain Plain,
sn001_qingluoshansimen,Death Diagram Zone,
sn001_qingluoshanshengmen,Live Diagram Zone,
sn001_qingluoshan,Whorl Mountain,
sn001_qingcheng,Blue Mountain,
sn001_qinchentianshidong,Master's Cave,
sn001_qinchenjinbianya,Strip Barranca,
sn001_qinchengshanjiao,Piedmont of Blue Mountain,
sn001_nanfanghuangyuan,South Wasteland,
sn001_mubadongxue,Wood Demon Cave,
sn001_mogongwaiqv,Periphery,
sn001_mogongneiting,Inner Hall,
sn001_mogongfubenjinkou,Scenario Entrance,
sn001_mizongsenlin,Mazy Woods,
sn001_mazeiwo,Mounted Brigand Lair,
sn001_maxiongdong,Black Bear Cave,
sn001_maxiongcunluo,White Bear Village,
sn001_maocaowu,Bothy,
sn001_mangcangshan,Vast Mountain,
sn001_lvzhou,Oasis,
sn001_lvsun,Loo's Village,
sn001_lvcunxinzhai,New Field of Loo's Village,
sn001_lvcunjiuzhai,Old Field of Loo's Village,
sn001_luosiwanjianyu,Jail of Screw Bay,
sn001_luanshigang,Riprap Hillock,
sn001_lishuihu,Beauty Lake,
sn001_linzhongpingdi,Forest Plain,
sn001_linzhongliangting,Pavilion,
sn001_linyindao,Avenue,
sn001_linfu,Ling Mansion,
sn001_lijiangcun,Beauty Village,
sn001_lieyanqv,Purgatory Zone,
sn001_kumulin,Dry Woods,
sn001_kongquehe,Peacock River,
sn001_juyuangujitan,Ape Platform,
sn001_juyuangu,Huge Ape Valley,
sn001_jukeng,Giant Pit,
sn001_jingshiyuyingdi,Rock Valley Camp,
sn001_jingjiling,Bramble Hill,
sn001_jingjilin_1,Brier Woods,
sn001_jingjilin,Brier Woods,
sn001_jiguanshuniu,Machine Hinge,
sn001_jianzhong,Seven Swords Tomb,
sn001_huzhuashan,Tiger Mountain,
