STRID,LAN,Remark
1225,Expert PK Arena,
1226,Scenario Snake Cave,
1227,Scenario Happiness Hall,
1228,Scenario Fantasy Palace,
1229,Scenario Rattan Cave,
1230,Scenario Bewitcher Cave,
1231,Scenario Seven Stars Stage,
1232,Scenario Laurel Wonderland,
1233,Scenario Spider Catacomb,
1234,Scenario Silver Fox Cave,
1235,Scenario Chill Wind Cave,
1236,Scenario Lotus Cave,
1237,Peace Island,
1632,Harbour,
1633,Peace,
1238,Name,
1239,Position,
1240,Contri. Value,
1241,Area,
1242,Level,
1243,Profession,
1244,Surroundings,
1245,Player,
1246,NPC,
1247,Refresh,
1248,Close,
1249,Name,
1250,Level,
1251,Profession,
1252,Team,
1253,NPC Name,
1254,Position,
1255,Surroundings,
1256,The names of NPCs nearby are listed here. You can click the name to be directed automatically to its location with the help of pathfinding system.,
1257,Blessing Card,
1258,Ok,
1259,Close,
1260,Forget Pet's Skill,
1261,Delete,
1262,Close,
1263,Use Brave Token to setup.,
1264,Auto Supply,
1265,Enable Auto Supply,
1266,Select All,
1267,Rupture,
1268,Master Info,
1269,Apprentice Info,
1270,Quit ,
1271,Expulse,
1272,Apprentice's Name,
1273,Level,
1274,Last Report Time,
1275,Guild War Bulletin,
1276,War Time,
1277,War List,
1278,Hit Ranking,
1279,Apply,
1280,Refresh,
1281,Guild War's durations are Tuesday (PST 13:00-14:00) and Thursday (PST 7:00-8:00) every week.  All participated guild shall make application at least 1 hour before the War begins. ,
1282,Declarer,
1283,Guild Level,
1284,Rival,
1285,Guild,
1286,Kill Stat.,
1287,Available to Challenge,
1288,Guild Leader,
1289,Guild,
1290,Search,
1291,Death Stat.,
1292,North Resting Place,
1293,Seven Swords Tomb,
1294,Beauty Lake,
1295,Beauty Village,
1296,Scenario Ease Cloud Cave,
1297,To Black Wind Camp,
1298,Beauty Village,
1299,庭,
1300,故,
1301,地,
1302,According to Price,
1303,To North Resting Place,
1304,Alliance,
1305,Guild,
1306,Alliance,
1307,Add Ally Guild,
1308,Del Ally Guild,
1309,Guild War,
1310,Details,
1311,Details,
1312,Close,
1313,Name,
1314,Kill Amt.,
1315,Death Amt.,
1316,Challenge,
1317,Scenario Bamboo Valley,
1318,Level,
1319,Profession,
1320,Fighter List,
1321,Fighter Name,
1322,Guild,
1323,Level,
1324,Profession,
1325,Kill Amt.,
1326,Death Amt.,
1327,Ok,
1328,Cancel,
1329,Scenario Bamboo Valley,
1330,竹,
1331,涧,
1332,副,
1333,本,
1334,Evil Garden,
1335,Bamboo Valley,
1336,Underground Treasure Room,
1337,Scenario Ease Cloud Cave,
1338,云,
1339,洞,
1340,副,
1341,本,
1342,Ease Cloud Secret Room,
1343,Waterside Yard,
1344,Hexagram Array,
1345,Lock / Unlock,
1346,Opponent Guild,
1347,Signature,
1348,Signature,
1349,Cancel,
1350,Del Signature,
1351,Del Sig.,
1352,Cancel,
1353,Extended,
1354,Name,
1355,Level,
1356,Profession,
1357,Apprentice Amt.,
1358,Register Time,
1359,Current PVP Score:,
1360,Exchangeable Score,
1361,Defense,
1362,Confrontation,
1363,"Info: Monsters come in waves to attack NPC Master Ku.  You must defeat the monsters to protect Master Ku from being killed.  The more waves you succeed to resist, the more rewards you will get. (Can gain PVE score)",
1364,Info: You must defeat the landmark of the enemy with the help of NPC or accumulate the higher points to be the winner. (Can gain PVP score),
1365,Room List,
1366,Room No.,
1367,Room Name,
1368,Players,
1369,State,
1370,Lvl Reqd.,
1371,Create Room,
1372,Enter Room,
1373,Quick Enter,
1374,Search,
1375,Refresh,
1376,Ranking List,
1377,Create Room,
1378,Room Name,
1379,Select Mode,
1380,"Protect Master Ku from being attacked by monsters.  The more successful rounds, the more experience and energy to be rewarded. And extra soul experience will be accumulated after round 20.  Each player can participate for 3 times at most per day.",
1381,"The maximum fighting time in this map is one hour.  Points can be got by killing players of the enemy or NPC.  During the valid time, the one that succeed to defeat the Tree of Life of the enemy will be the winner.  If neither Tree of Life is defeat, the one with the higher points will be the winner.  Each player can participate twice per day.",
1382,Select Map,
1383,Set Password,
1384,Lvl Required,
1385,Create,
1386,Room Info,
1387,Room Info View,
1388,Red Party,
1389,Join,
1390,Blue Party,
1391,Join,
1392,Leave,
1393,Ready / Start,
1394,Invite,
1395,Leave,
1396,Ranking List,
1398,Rank,
1399,Char Name,
1400,Score,
1401,PVE,
1402,PVP,
1403,My Rank,
1404,Start,
1405,Invite,
1406,Crystal Amt.: ,
1407,Other Players' Pet,
1408,PVE Info,
1409,Area Info,
1410,BOSS Info,
1411,Player Details,
1412,Area,
1413,Player Amt.,
1414,BOSS,
1415,Current Area,
1416,Status,
1417,Score Ranking,
1418,Player,
1419,Guild,
1420,Level,
1421,Profession,
1422,Score,
1423,Search Player:,
1424,Search,
1425,Refresh,
1426,Current Score: ,
1427,History Top Score: ,
1428,Special Combination,
1429,Money Cost:,
1430,Success Rate:,
1431,Combination Num. Left:,
1432,Note,
1433,Combine,
1434,Cancel,
1435,Question & Answer,
1436,Right Answers:,
1437,15 right answers can get quest reward:,
1438,Answer,
1440,South Border Land,
1441,疆,
1442,大,
1443,陆,
1444,Ancestor Fairy Stage,
1445,Monkey Tribe,
1446,Spore Forest,
1447,Close,
1448,Rmd. Setting,
1449,Title:,
1450,Detail:,
1451,Char Name:,
1452,Create,
1453,Close,
1454,Event Calendar,
1456,Create Event,
1457,Daily Event,
1458,Weekly Event,
1459,Festival Event,
1460,Remind,
1461,All,
1462,My Room,
1463,"I can only help you combine from +7 to +8 (Weapon Talisman/ Mount/Defense Gear).  If combination fails, its plus rank will not decrease.  

In combining Weapon Talisman/Mount, 1 Small Emerald, 3 Medium Emerald and 1 Large Emerald are needed.

In combining Defense Gear, 1 Small Ruby, 3 Medium Ruby and 1 Large Ruby are needed.",
1464,Delete,
1465,Current Score:,
1468,Sun.,
1469,Mon.,
1470,Tues.,
1471,Wed.,
1472,Thur.,
1473,Fri.,
1474,Sat.,
1475,Rock Valley Camp,
1476,Stone Pit,
1477,Yae Camp,
1478,Purple Bamboo Grove Line,
1479,Purple Bamboo Grove,
1480,Giant Pit,
1481,Erratic Soul Tower,
1482,Villa Ruins,
1483,Thunder Ridge,
1484,To Beauty Village,
1485,Scenario Murk Woods,
1486,Scenario Dark Stone,
1487,Thunder Ridge,
1488,雷,
1489,岭,
1611,Peacock Sorrow River Cave,
2000,Moon Dragon Harbor,
2001,Peace Village,
2002,Captain Woods,
2003,Black Turtle Palace,
2004,Peace Island,
2005,Soul of the Island,
1612,Moon Dragon Harbor,
1613,Peace Village,
1614,Coconut Jungle,
1615,Black Turtle Palace,
1616,Peace Island,
1617,To Moon Dragon Harbor,
1651,Peace Island,
"1656","Peace Village","",
"1657","Xiji Relics","",
"1658","South Rock","",
"1659","Coconut Island","",
"1660","Bull Island","",
"1661","Asura Palace","",
"1662","Birdie Island","",
"1663","Tiger Shark Gulf","",
"1664","Color Wonder Palace","",
"1665","Blossom Woods","",
"1666","Mystic Sand Gallery","",
"1667","Jade Tree Woods","",
"1668","Flying Whale Pavilion","",
"1669","Golden Court","",
"1670","Yellow Crystal Palace","",
"1673","To South Rock","",
"1674","To Peace Island","",
"1675","To Cloud Island","",
"1676","To Peace Island","",
"1677","To South Rock","",
"1678","Moon Dragon Harbor","",
"1679","To Moon Dragon Harbor","",
"1680","Peace Island","",
"1681","South Rock","",
"1682","Cloud Island","",
