ID,Name,Desc,Remark
1160,Pet Food,Feed pet to increase 5 points of pet happy value. (happy value decreases 1 point in every 10 minutes),
1170,Energy Fruit,Increase energy 1500 points after you eat it.,
1171,Adv. Energy Fruit,Increase energy 3000 points after you eat it.,
1172,Core Titanium Stone,Increase the combine success rate to 100% when combination of +4 ~ +6.,
1200,Divine Tiger,Summon Divine Tiger to ride.  The mount can be combined with Emerald to increase move speed and upgrade its shape.,
1201,White Tiger,Summon White Tiger to ride.  The mount can not be combined to upgrade its Plus Rank.,
1202,Jackstraw,Jackstraw can be consumed to revive the owner without any experience and energy lost.  The owner will be revived at the closest birth place.  It's invalid to red name character.,
1203,White Tiger,Summon White Tiger to ride.  The mount can not be combined to upgrade its Plus Rank.,
1250,Super Lucky Bag,Use it to have an extra page of your item box forever.,
1251,Super Package,Use it to have 12 extra blanks of your warehouse forever.,
1252,Scud Amulet (lvl 1),"Get the power from the wind, increase move speed 4%.  All elements resistance increase 30 points.",
1253,Scud Amulet (lvl 2),"Get the power from the wind, increase move speed 8%.  All elements resistance increase 60 points.",
1255,Forgiveness Pill (S),"Repent your error, use it to decrease 100 points of PK value.",
1256,Forgiveness Pill (L),"Repent your error, use it to decrease 300 points of PK value.",
1300,Instant Full Healing Potion,Filled HP instantly.,
1301,Instant Full Healing Potion,Filled HP instantly.,
1302,Instant Full Healing Potion,Filled HP instantly.,
1303,Instant Full Healing Potion,Filled HP instantly.,
1304,Instant Full Mana Potion,Filled Mana instantly.,
1305,Instant Full Mana Potion,Filled Mana instantly.,
1306,Instant Full Mana Potion,Filled Mana instantly.,
1307,Instant Full Mana Potion,Filled Mana instantly.,
1308,Little Panda (Pet),"Pet Little Panda, increase master's HP upper limit.  It will get attribution points for master and can learn extra skills from level 11.",
1309,Little Wild Mule (Pet),"Pet Little Wild Mule, increase master's Mana upper limit.  It will get attribution points for master and can learn extra skills from level 11.",
1400,Vulnerary (S),"Increase 120 HP in 10 seconds, it can be used in battle.",
1401,Vulnerary (M),"Increase 500 HP in 10 seconds, it can be used in battle.",
1402,Vulnerary (L),"Increase 1000 HP in 10 seconds, it can be used in battle.",
1403,Alchemy Pill (S),"Increase 120 Mana in 10 seconds, it can be used in battle.",
1404,Alchemy Pill (M),"Increase 500 Mana in 10 seconds, it can be used in battle.",
1405,Alchemy Pill (L),"Increase 1000 Mana in 10 seconds, it can be used in battle.",
2000,Red Grass,Material to make medicine (lvl 1),
2001,Wild Mushroom,Material to make medicine (lvl 1),
2002,Red Rooted Salvia,Material to make medicine (lvl 1),
2003,Summer Withered Grass,Material to make medicine (lvl 2),
2004,Red Fruit,Material to make medicine (lvl 2),
2005,Lichee Grass,Material to make medicine (lvl 2),
2006,Honewort,Material to make medicine (lvl 3),
2007,Polygonum,Material to make medicine (lvl 3),
2008,Honeysuckle,Material to make medicine (lvl 3),
2009,Grosvenor Momordica,Material to make medicine (lvl 4),
2010,Cowbane,Material to make medicine (lvl 4),
2011,Stone Orchid,Material to make medicine (lvl 4),
2012,Fig,Material to make medicine (lvl 5),
2013,Durmast,Material to make medicine (lvl 5),
2014,Thyme,Material to make medicine (lvl 5),
2015,Orange Ore,Material to make charm (lvl 1),
2016,Dolomite Ore,Material to make charm (lvl 1),
2017,Leucite Ore,Material to make charm (lvl 2),
2018,Green Ore,Material to make charm (lvl 2),
2019,Spinel Ore,Material to make charm (lvl 3),
2020,Barite Ore,Material to make charm (lvl 3),
2021,Magnesium Ore,Material to make charm (lvl 4),
2022,Flame Ore,Material to make charm (lvl 4),
2023,Rapid Healing Potion (lvl 1),"Recover 150 HP instantly, need 3 minutes cooling time.",
2024,Rapid Mana Potion (lvl 1),"Recover 150 Mana instantly, need 3 minutes cooling time.",
2025,Handmade Healing Potion (lvl 1),"Function: increase 16 HP every second, lasting 15 seconds, function stopped when being attacked or move.",
2026,Handmade Mana Potion (lvl 1),"Function: increase 24 Mana every second, lasting 15 seconds, function stopped when being attacked or move.",
2027,Power Pill,,
2028,Revive Pill,,
2029,Vim Pill,,
2030,Healing Charm (lvl 1),Maximum recover 150 HP in 10 seconds.,
2031,Mana Charm (lvl 1),Maximum recover 150 Mana in 10 seconds.,
2032,Weakness Charm,,
2033,Fury Charm,,
2034,Collapse Charm,,
2035,Earthquake Charm,,
2036,Divine Eye Charm,,
2037,Transport Charm,,
2038,Transform Charm,,"x 1, can't pile"
2039,Rapid Healing Potion (lvl 2),"Recover 360 HP instantly, need 3 minutes cooling time.",
2040,Rapid Mana Potion (lvl 2),"Recover 360 Mana instantly, need 3 minutes cooling time.",
2041,Handmade Healing Potion (lvl 2),"Function: increase 32 HP every second, lasting 15 seconds, function stopped when being attacked or move.",
2042,Handmade Mana Potion (lvl 2),"Function: increase 48 Mana every second, lasting 15 seconds, function stopped when being attacked or move.",x 5
2043,Rapid Healing Potion (lvl 3),"Recover 630 HP instantly, need 3 minutes cooling time.",x 5
2044,Rapid Mana Potion (lvl 3),"Recover 630 Mana instantly, need 3 minutes cooling time.",x 5
2045,Handmade Healing Potion (lvl 3),"Function: increase 52 HP every second, lasting 15 seconds, function stopped when being attacked or move.",x 5
2046,Handmade Mana Potion (lvl 3),"Function: increase 78 Mana every second, lasting 15 seconds, function stopped when being attacked or move.",x 50
2047,Rapid Healing Potion (lvl 4),"Recover 960 HP instantly, need 3 minutes cooling time.",x 5
2048,Rapid Mana Potion (lvl 4),"Recover 960 Mana instantly, need 3 minutes cooling time.",x 50
2049,Handmade Healing Potion (lvl 4),"Function: increase 76 HP every second, lasting 15 seconds, function stopped when being attacked or move.",x 5
2050,Handmade Mana Potion (lvl 4),"Function: increase 114 Mana every second, lasting 15 seconds, function stopped when being attacked or move.",x 20
2051,Rapid Healing Potion (lvl 5),"Recover 1350 HP instantly, need 3 minutes cooling time.",x 1
2052,Rapid Mana Potion (lvl 5),"Recover 1350 Mana instantly, need 3 minutes cooling time.",x 5
2053,Handmade Healing Potion (lvl 5),"Function: increase 106 HP every second, have to sit when using it.",x 50
2054,Handmade Mana Potion (lvl 5),"Function: increase 160 Mana every second, lasting 15 seconds, function stopped when being attacked or move.",x 99
2055,Healing Charm (lvl 2),Maximum recover 360 HP in 10 seconds.,
2056,Mana Charm (lvl 2),Maximum recover 360 Mana in 10 seconds.,"x 1, tradable, can't pile"
2057,Healing Charm (lvl 3),Maximum recover 630 HP in 10 seconds.,
2058,Mana Charm (lvl 3),Maximum recover 630 Mana in 10 seconds.,
2059,Healing Charm (lvl 4),Maximum recover 960 HP in 10 seconds.,
2060,Mana Charm (lvl 4),Maximum recover 960 Mana in 10 seconds.,
2061,Healing Charm (lvl 5),Maximum recover 1350 HP in 10 seconds.,
2062,Mana Charm (lvl 5),Maximum recover 1350 Mana in 10 seconds.,
2063,Aluminum Ore,Material to make charm (lvl 5),
2064,Silver Ore,Material to make charm (lvl 5),
2070,Purple Crystal (lvl 1),,"x 1, can't pile"
2071,Purple Crystal (lvl 2),,
2072,Purple Crystal (lvl 3),,"x 1, bound"
2073,Purple Crystal (lvl 4),,
2074,Purple Crystal (lvl 5),,
2075,Purple Crystal (lvl 6),,
2076,Purple Crystal (lvl 7),,
2077,Purple Crystal (lvl 8),,
2078,Purple Crystal (lvl 9),,
2079,Purple Crystal (lvl 10),,
3001,Array Illustration,,
3002,Stalagmite Repairing Tool,,
3003,Ganoderma Heart,,
3004,Ganoderma Spirit,,
3005,Wild Boar Knuckle,,
3006,Green Scarp Herb,,
3007,Empty Water Bottle,,
3008,Filled Water Bottle,,
3009,New Prescription Medicine,,
3010,Blood Charm,,"x 99, bound"
3401,Small Tree Spirit Debris,,x 1
3402,Darkness Valley Herb,,x 5
3403,Cough Syrup,,x 30
3404,Big Tree Spirit Debris,,x 1
3405,Golden Lotus Pollen,,x 5
3406,Heart Broken Grass,,x 30
3407,Morning Dew,,
3408,Elixir,,
3409,Ebriety Grass,,"x 1, can't pile"
3410,Empty Water Bottle,,x 5
3411,Filled Water Bottle,,x 20
3412,Demon Soldier Claw,,x 50
3413,Evil Blade Valuable Book,,x 99
3414,Ice Banshee Valuable Book,,x 5
3415,Virulent Spider Valuable Book,,x 10
3416,Fire Boar Valuable Book,,
3417,Fur of Snow Beast,,
3418,Hotspring Water,,
3419,White Lotus of Hotspring Valley,,
3420,Hell Snow Giant Soul,,
3421,Silver Needle,,
3422,Evil Blade Head,,
3423,Virulent Spider Head,,
3424,Ice Banshee Head,,
3425,Plum Blossom Petal,,
3426,Bat Claw,,
3427,Green Snipe Pearl,,
3428,Zombie Saliva,,
3429,Crystal Rock Pearl,,
3430,Four Color Pearl,,
3431,Cracked Skull,,
3432,Green Sword Art Book,,
3433,Fire Pearl,,
3434,Celestial Birds Sutra,,
3435,Moss Spider Spawn,,
3436,Spider Leg,,
3437,Deformity Joss,,
3438,Beast Horn,,
3439,Ogre Paw,,
3440,Wood Demon Head,,
3441,Lascivious Token,,
3442,M-Flag,,
3443,National Day Package,,
3444,Pet Skill Book (Energy),"Pet learns the skill to increase master's energy, 3 + (pet level - 10) points in every 30 seconds.  Pet can learn one more skill after reaching level 11, 15 and 20.",
3445,Pet Skill Book (Experience),"Pet learns the skill to increase master's experience, 3 + (pet level - 10) points in every 10 seconds.  Pet can learn one more skill after reaching level 11, 15 and 20.",
3446,Pet Skill Book (Auto Healing),"Pet learns the skill to automatically use the healing medicine to recover master's HP when it is less than 1/3.  Pet can learn one more skill after reaching level 11, 15 and 20.",
3447,Pet Skill Book (Auto Mana Recovery),"Pet learns the skill to automatically use the mana medicine to recover master's Mana when it is less than 1/3.  Pet can learn one more skill after reaching level 11, 15 and 20.",
3448,Pet Skill Book (Auto Pick),"Pet learns the skill to pick up the money and items dropped from monster for master.  Pet can learn one more skill after reaching level 11, 15 and 20.",
3449,Pet Skill Book (HP Upper Limit),"Pet learns the skill to increase the master's HP upper limit.  Pet can learn one more skill after reaching level 11, 15 and 20.  Pet can't learn the skill if it has grasped same skill before.",
3450,Pet Skill Book (Mana Upper Limit),"Pet learns the skill to increase the master's Mana upper limit.  Pet can learn one more skill after reaching level 11, 15 and 20.  Pet can't learn the skill if it has grasped same skill before.",
3451,Pet Level Up Book,Use it to make little pet level up.  Pet level need be equal or higher than 10.  You could use it when pet experience is full at current level.,
3452,Un-sealing Charm,,x 1
3453,Green Clay,,
3454,Pet Skill Forget Book,"Use it, your pet will forget its skills except the original skill, then it can start to learn new skills over again.",
3455,Fireworks (Red),"Holiday fireworks, use it you will see a red fireworks on the sky.",
3456,Fireworks (Blue),"Holiday fireworks, use it you will see a blue fireworks on the sky.",
3457,Fireworks (Green),"Holiday fireworks, use it you will see a green fireworks on the sky.",
3458,Adv. Golden Light Pill,"Pill to increase defense 20%, valid time 60 minutes.",
3459,Adv. Golden Light Pill,"Pill to increase defense 20%, valid time 60 minutes.",
3460,Adv. Apothecary Pill,"Pill to increase HP upper limit 10%, valid time 60 minutes.",
3461,Adv. Apothecary Pill,"Pill to increase HP upper limit 10%, valid time 60 minutes.",
3462,Adv. Vivid Spell,Use it to get a BUFF of being 150% experience rate in one hour.  This BUFF can't coexist with other experience BUFF.,x 1
3463,Adv. Vivid Spell,Use it to get a BUFF of being 150% experience rate in one hour.  This BUFF can't coexist with other experience BUFF.,
3464,Adv. Duality Spell,Experience earned increase 50% in one day.,
3465,Adv. Duality Spell,Experience earned increase 50% in one day.,
3466,Adv. Vivid Spell,Use it to get a BUFF of being 150% experience rate in one hour.  This BUFF can't coexist with other experience BUFF.,
3467,Adv. Vivid Spell,Use it to get a BUFF of being 150% experience rate in one hour.  This BUFF can't coexist with other experience BUFF.,
3468,Sweet Grapefruit,,
3469,Pet Food,Feed pet to increase 5 points of pet happy value. (happy value decreases 1 point in every 10 minutes),
3470,Flour,,
3471,Peanut Oil,,
3472,Egg,,
3473,Water,,
3474,The Yolk of Duck Egg,,
3475,Lotus Butter Stuffing,,
3476,Sweetened Bean Paste,,
3477,Pattern of Moon Cake,,
3478,Moon Cake,"Palatable moon cake, eat it to get energy reward.",
3479,Ice Moon Cake,"Palatable ice moon cake, eat it to get experience reward.",
3480,Bamboo Book of Energy,"Magic bamboo book, use it to get energy reward.",
3481,Golden Gift Pack,"A gift from GM, use it to get random amount of game money.",
3482,Blue Flame Horse,Summon Blue Flame Horse to ride.  The mount can be combined with Emerald to increase move speed and upgrade its shape.,
3483,Red Flame Horse,Summon Red Flame Horse to ride.  The mount can be combined with Emerald to increase move speed and upgrade its shape.,
3484,Moon Bear,Summon Moon Bear to ride.  The mount can be combined with Emerald to increase move speed and upgrade its shape.,
3485,White Bear,Summon White Bear to ride.  The mount can be combined with Emerald to increase move speed and upgrade its shape.,
3486,Golden Husky (Pet),"Pet Golden Husky, increase master's Mana upper limit, and increase master's mana recovery speed in non-battle state.  It will get attribution points for master and can learn extra skills from level 11.",
3487,Siberian Husky (Pet),"Pet Siberian Husky, increase master's Mana recovery speed in non-battle state.  It will get attribution points for master and can learn extra skills from level 11.",
3488,Red Hornbill (Pet),"Pet Red Hornbill, increase master's HP upper limit, and increase master's HP recovery speed in non-battle state.  It will get attribution points for master and can learn extra skills from level 11.",
3489,Blue Hornbill (Pet),"Pet Blue Hornbill, increase master's HP recovery speed in non-battle state.  It will get attribution points for master and can learn extra skills from level 11.",
3490,Sweet Grapefruit,,
3491,Sweet Grapefruit,,
3492,Parcel Post,,
3493,Golden Husky (Pet),"Pet Golden Husky, increase master's Mana upper limit, and increase master's mana recovery speed in non-battle state.  It will get attribution points for master and can learn extra skills from level 11.",
3494,Siberian Husky (Pet),"Pet Siberian Husky, increase master's Mana recovery speed in non-battle state.  It will get attribution points for master and can learn extra skills from level 11.",
3495,Red Hornbill (Pet),"Pet Red Hornbill, increase master's HP upper limit, and increase master's HP recovery speed in non-battle state.  It will get attribution points for master and can learn extra skills from level 11.",
3496,Blue Hornbill (Pet),"Pet Blue Hornbill, increase master's HP recovery speed in non-battle state.  It will get attribution points for master and can learn extra skills from level 11.",
3497,Pet Food,Feed pet to increase 5 points of pet happy value. (happy value decreases 1 point in every 10 minutes),
3498,Love Heart Seed,Use it to gain 100 experience points of collect herb.,
3499,Love Heart Seed,Use it to gain 100 experience points of collect herb.,
3500,Love Heart Seed,Use it to gain 100 experience points of collect herb.,
3501,Love Heart Ore,Use it to gain 100 experience points of collect ore.,
3502,Love Heart Ore,Use it to gain 100 experience points of collect ore.,
3503,Love Heart Ore,Use it to gain 100 experience points of collect ore.,
3504,Love Heart Angel,Given a title of Love Heart Angel in 30 days.,
3505,Love Heart Card,"A love heart highlight circle shown at the foot in 3 days, increase 100% experience rate, increase 150% energy rate, can not effect with other experience and energy items",
3506,Blue Magic Bead,"50% chance to increase equipment quality from Green or White to Blue.  New one will keep the Energy, but will have random attributes and Plus Rank.",
3507,Pet Exp Book,"Little pet gains 20 points extra experience in every minute, lasting 1 hour.",
3508,Pet Exp Book,"Little pet gains 20 points extra experience in every minute, lasting 1 hour.",
3509,Pet Exp Book,"Little pet gains 20 points extra experience in every minute, lasting 1 hour.",
3510,Pet Exp Book,"Little pet gains 20 points extra experience in every minute, lasting 1 hour.",
3511,Pet Level Up Book,Use it to make little pet level up.  Pet level need be equal or higher than 10.  You could use it when pet experience is full at current level.,
3512,Adv. Energy Fruit,Increase energy 3000 points after you eat it.,
3513,Soul Quartz,"Ancient myth crystal, is main item could be used to infuse your soul power into equipment.  Soul Infusion will improve the attributes of the equipment.",
3514,Nimbus Quartz,Secondary item could be used to infuse your soul power into equipment.  Soul Infusion will improve the attributes of the equipment.,
3515,Primary Vitality Magicstone,"Can be socketed on Talisman or defense gear, increase 3 points of vitality.  Valid time is 7 days.  It will disappear after merge.",
3516,Advanced Vitality Magicstone,"Can be socketed on Talisman or defense gear, increase 5 points of vitality.  Valid time is 7 days.  It will disappear after merge.",
3517,Strong Vitality Magicstone,"Can be socketed on Talisman or defense gear, increase 7 points of vitality.  Valid time is 30 days.  It will disappear after merge.",
3518,Elite Vitality Magicstone,"Can be socketed on Talisman or defense gear, increase 9 points of vitality.  Valid time is 30 days.  It will disappear after merge.",
3519,Super Vitality Magicstone,"Can be socketed on Talisman or defense gear, increase 11 points of vitality.  Valid time is 30 days.  It will disappear after merge.",
3525,Primary Strength Magicstone,"Can be socketed on Talisman or defense gear, increase 3 points of strength.  Valid time is 7 days.  It will disappear after merge.",
3526,Advanced Strength Magicstone,"Can be socketed on Talisman or defense gear, increase 5 points of strength.  Valid time is 7 days.  It will disappear after merge.",
3527,Strong Strength Magicstone,"Can be socketed on Talisman or defense gear, increase 7 points of strength.  Valid time is 30 days.  It will disappear after merge.",
3528,Elite Strength Magicstone,"Can be socketed on Talisman or defense gear, increase 9 points of strength.  Valid time is 30 days.  It will disappear after merge.",
3529,Super Strength Magicstone,"Can be socketed on Talisman or defense gear, increase 11 points of strength.  Valid time is 30 days.  It will disappear after merge.",
3535,Primary Dexterity Magicstone,"Can be socketed on Talisman or defense gear, increase 3 points of dexterity.  Valid time is 7 days.  It will disappear after merge.",
3536,Advanced Dexterity Magicstone,"Can be socketed on Talisman or defense gear, increase 5 points of dexterity.  Valid time is 7 days.  It will disappear after merge.",
3537,Strong Dexterity Magicstone,"Can be socketed on Talisman or defense gear, increase 7 points of dexterity.  Valid time is 30 days.  It will disappear after merge.",
3538,Elite Dexterity Magicstone,"Can be socketed on Talisman or defense gear, increase 9 points of dexterity.  Valid time is 30 days.  It will disappear after merge.",
3539,Super Dexterity Magicstone,"Can be socketed on Talisman or defense gear, increase 11 points of dexterity.  Valid time is 30 days.  It will disappear after merge.",
3545,Primary Intelligence Magicstone,"Can be socketed on Talisman or defense gear, increase 3 points of intelligence.  Valid time is 7 days.  It will disappear after merge.",
3546,Advanced Intelligence Magicstone,"Can be socketed on Talisman or defense gear, increase 5 points of intelligence.  Valid time is 7 days.  It will disappear after merge.",
3547,Strong Intelligence Magicstone,"Can be socketed on Talisman or defense gear, increase 7 points of intelligence.  Valid time is 30 days.  It will disappear after merge.",
3548,Elite Intelligence Magicstone,"Can be socketed on Talisman or defense gear, increase 9 points of intelligence.  Valid time is 30 days.  It will disappear after merge.",
3549,Super Intelligence Magicstone,"Can be socketed on Talisman or defense gear, increase 11 points of intelligence.  Valid time is 30 days.  It will disappear after merge.",
3550,Primary Physical Defense Magicstone,"Can be socketed on defense gear, increase 40 points of physical defense.  Valid time is 7 days.  It will disappear after merge.",
3551,Advanced Physical Defense Magicstone,"Can be socketed on defense gear, increase 80 points of physical defense.  Valid time is 7 days.  It will disappear after merge.",
3552,Strong Physical Defense Magicstone,"Can be socketed on defense gear, increase 120 points of physical defense.  Valid time is 30 days.  It will disappear after merge.",
3553,Elite Physical Defense Magicstone,"Can be socketed on defense gear, increase 160 points of physical defense.  Valid time is 30 days.  It will disappear after merge.",
3554,Super Physical Defense Magicstone,"Can be socketed on defense gear, increase 200 points of physical defense.  Valid time is 30 days.  It will disappear after merge.",
3555,[no_use],[no_use],
3556,[no_use],[no_use],
3557,[no_use],[no_use],
3558,[no_use],[no_use],
3559,[no_use],[no_use],
3560,[no_use],[no_use],
3561,[no_use],[no_use],
3562,[no_use],[no_use],
3563,[no_use],[no_use],
3564,Defense Gear Magicstone (30 days),"Can be socketed on defense gear, increase 10 levels for it.  Valid time is 30 days.",
3565,[no_use],[no_use],
3566,[no_use],[no_use],
3567,[no_use],[no_use],
3568,[no_use],[no_use],
3569,[no_use],[no_use],
3570,[no_use],[no_use],
3571,[no_use],[no_use],
3572,[no_use],[no_use],
3573,[no_use],[no_use],
3574,Talisman Magicstone (30 days),"Can be socketed on Talisman, increase 10 levels for its max enhancing level.  Valid time is 30 days.",
3605,[no_use],[no_use],
3606,[no_use],[no_use],
3607,[no_use],[no_use],
3608,[no_use],[no_use],x 1
3609,[no_use],[no_use],x 1
3610,[no_use],[no_use],x 1
3611,[no_use],[no_use],x 99
3612,[no_use],[no_use],x 1
3613,[no_use],[no_use],x 10
3614,[no_use],[no_use],x 5
3615,[no_use],[no_use],x 99
3616,[no_use],[no_use],
3617,[no_use],[no_use],
3618,[no_use],[no_use],
3619,[no_use],[no_use],
3620,[no_use],[no_use],
3621,[no_use],[no_use],x 1
3622,[no_use],[no_use],
3623,[no_use],[no_use],
3624,[no_use],[no_use],
3625,[no_use],[no_use],
3626,[no_use],[no_use],
3627,[no_use],[no_use],
3628,[no_use],[no_use],
3629,[no_use],[no_use],
3630,[no_use],[no_use],
3631,[no_use],[no_use],
3632,[no_use],[no_use],
3633,[no_use],[no_use],
3634,[no_use],[no_use],
3635,[no_use],[no_use],
3636,[no_use],[no_use],
3637,[no_use],[no_use],
3638,[no_use],[no_use],x 1
3639,[no_use],[no_use],x 1
3640,[no_use],[no_use],x 5
3641,[no_use],[no_use],x 5
3642,[no_use],[no_use],x 1
3643,[no_use],[no_use],x 1
3644,[no_use],[no_use],
3645,[no_use],[no_use],
3646,[no_use],[no_use],
3647,[no_use],[no_use],
3648,[no_use],[no_use],
3649,[no_use],[no_use],
3650,[no_use],[no_use],
3651,[no_use],[no_use],
3652,[no_use],[no_use],
3653,[no_use],[no_use],
3654,[no_use],[no_use],
3655,[no_use],[no_use],
3656,[no_use],[no_use],
3657,[no_use],[no_use],
3658,[no_use],[no_use],
3659,[no_use],[no_use],"x 1, tradable"
3660,[no_use],[no_use],"x 1, tradable"
3661,[no_use],[no_use],"x 1, tradable"
3662,[no_use],[no_use],"x 5, tradable"
3663,[no_use],[no_use],
3664,[no_use],[no_use],
3665,[no_use],[no_use],
3666,[no_use],[no_use],
3667,[no_use],[no_use],
3668,[no_use],[no_use],
3669,[no_use],[no_use],
3670,[no_use],[no_use],
3671,[no_use],[no_use],
3672,[no_use],[no_use],
3673,[no_use],[no_use],"x 1, tradable"
3674,[no_use],[no_use],
3675,[no_use],[no_use],"x 1, can't pile"
3676,[no_use],[no_use],"x 1, can't pile"
3677,[no_use],[no_use],"x 1, can't pile"
3678,[no_use],[no_use],x 2
3679,[no_use],[no_use],x 5
3680,[no_use],[no_use],
3681,[no_use],[no_use],
3682,[no_use],[no_use],
3683,[no_use],[no_use],
3684,[no_use],[no_use],
3685,[no_use],[no_use],
3686,[no_use],[no_use],
3687,[no_use],[no_use],
3688,[no_use],[no_use],
3689,[no_use],[no_use],
3690,[no_use],[no_use],
3691,[no_use],[no_use],
3692,[no_use],[no_use],
3693,[no_use],[no_use],
3694,[no_use],[no_use],
3695,[no_use],[no_use],
3696,[no_use],[no_use],
3697,[no_use],[no_use],
3698,[no_use],[no_use],
3699,[no_use],[no_use],
3700,[no_use],[no_use],
3701,[no_use],[no_use],
3702,[no_use],[no_use],
3703,[no_use],[no_use],
3704,[no_use],[no_use],
3705,Purge Crystal,Use it to remove all magicstone from an equipment.,
3706,Adv. Notoriety Pill,"Repent your error, use it to decrease 360 points of PK value.",
3707,Numen Grass,"Double the little pet experience rate, lasting 1 hour.",
3708,Numen Grass,"Double the little pet experience rate, lasting 1 hour.",
3709,Adv. Numen Grass,"Double the little pet experience rate, lasting 12 hours.",
3710,Adv. Numen Grass,"Double the little pet experience rate, lasting 12 hours.",
3711,Adv. Hamadryad Hierogram,Use it to earn 400% Energy in 1 hour.,
3712,Adv. Hamadryad Hierogram,Use it to earn 400% Energy in 1 hour.,
3713,Sweet Fruit,"Sweet fruit, can be sold for gold.",
3714,Animal Fur,"Animal fur, can be sold for gold.",
3715,Bamboo Shoot,"Bamboo shoot, can be sold for gold.",
3716,Spell Note,"Spell note, can be sold for gold.",
3717,[no_use],[no_use],
3718,Pet Exp Book,"Little pet gains 20 points extra experience in every minute, lasting 1 hour.",
3719,Fresh Mushroom,"Fresh mushroom, can be sold for gold.",
3720,Sacking Frock,"Sacking frock, can be sold for gold.",
3721,Peach Oil,"Peach oil, can be sold for gold.",
3722,Far Temple Map Chip,"Far Temple map chip, can be sold for gold.",
3723,Devil Token,"Devil token, can be sold for gold.",
3724,Glossy Bead,"Glossy bead, can be sold for gold.",
3725,Green Scarp Pill,Material to make magicstone.,
3726,Bandit Jewel,Material to make magicstone.,
3727,Poison Cup,Material to make magicstone.,
3728,Exorcism Chip,Material to make magicstone.,
3729,Apotropaion Charm,Material to make magicstone.,
3730,Dark Bead,Material to make magicstone.,
3731,Rotted Seed,Material to make magicstone.,
3732,Cracked Buddha Bone,Material to make magicstone.,
3733,Ice Rime,Material to make magicstone.,
3734,Beast Blood,Material to make magicstone.,
3735,Defense Gear Magicstone (7 days),"Can be socketed on defense gear, increase 10 levels for it.  Valid time is 7 days.",
3736,Talisman Magicstone (7 days),"Can be socketed on Talisman, increase 10 levels for its max enhancing level.  Valid time is 7 days.",
3737,Mass Healing Potion (lvl 1),"Strong medicine, recover 1350 HP in 15 seconds, can be used in battle.",
3738,Mass Healing Potion (lvl 2),"Strong medicine, recover 1950 HP in 15 seconds, can be used in battle.",
3739,Defense Gear Magicstone (7 days),"Can be socketed on defense gear, increase 10 levels for it.  Valid time is 7 days.",
3740,Friend Teleport Stone,Use it to teleport a player by your side with his/her permission.  Can't be used in scenario or war area.,
3741,Christmas Gift,Open it to gain random Christmas gift. Player can get it from Santa Claus only once if character is higher than level 15.,x 10
3742,Christmas Gift,Open it to gain random Christmas gift. Player can get it from Santa Claus only once if character is higher than level 30.,"x 2, bound"
3743,Snow Amulet,An amulet made by snow essence.,"x 3, bound"
3744,[no_use],[no_use],"x 2, bound, blue"
3745,[no_use],[no_use],
3746,[no_use],[no_use],"x 1, bound,  can't pile"
3747,[no_use],[no_use],"x 10, bound"
3748,[no_use],[no_use],
3749,[no_use],[no_use],
3750,[no_use],[no_use],"x 3, cooling time: 10 s"
3751,[no_use],[no_use],"x 3, bound"
3752,[no_use],[no_use],"x 5, cooling time: 10 s"
3753,Christmas Gift,Open it to gain random Christmas gift. Player can get it from Santa Claus only once if character is higher than level 15.,"x 2, bound"
3754,Christmas Gift,Open it to gain random Christmas gift. Player can get it from Santa Claus only once if character is higher than level 10.,
3755,Cryptic Treasure Box,"An exquisite box, seems hiding some treasure in it.  Click to open.  The probability of awards is: 10 Gold 20%, Return Charm 20%, Golden Light Pill 15%, Apothecary Pill 15%, 5000 Energy 10%, 2000 Energy 10%, Instant Healing Potion (lvl 2) 5%, Small Pet Ganoderma 5%.",
3756,Golden Light Pill,"Pill to increase defense 20%, valid time 10 minutes.",
3757,Apothecary Pill,"Pill to increase HP upper limit 10%, valid time 10 minutes.",
3758,Hamadryad Hierogram,Use it to earn 200% Energy in 1 hour.,
3759,Fighting Healing Potion (lvl 1),"Strong medicine, recover 150 HP in 15 seconds, can be used in battle.",
3760,Golden Bell,Collect the bells!  You can exchange them for a gift with Santa Claus.,"x 1, tradable"
3761,Red Bell,Collect the bells!  You can exchange them for a gift with Santa Claus.,"x 5, tradable"
3762,Blue Bell,Collect the bells!  You can exchange them for a gift with Santa Claus.,"x 5, tradable"
3763,Purple Bell,Collect the bells!  You can exchange them for a gift with Santa Claus.,"x 5, tradable"
3764,Silver Bell,Collect the bells!  You can exchange them for a gift with Santa Claus.,"x 5, tradable"
3765,Blessed Gift Bag,A gift bag filled with blessing.,"x 2, tradable"
3766,Snow Amulet,An amulet made by snow essence.,"x 2, tradable"
3767,[no_use],[no_use],"x 2, tradable"
3768,Blood Treasure Box,"Treasure hiding inside, found from Blood Hunting Ground.","x 1, tradable, blue"
3769,Blood Treasure Box,"Treasure hiding inside, found from Blood Hunting Ground.","x 1, tradable"
3770,Quarry Token,"The mysterious item, which is said to be left by justicial predecessors, can be used to put a price on other players when you meet injustice.  But you must use it carefully because your own upper limit of being set a price by others will be raised one at the same time if you use it.","x 2, cooling time: 10 s"
3771,Seven Stars Titanium Stone,"Special Titanium Stone, increase the success rate of combination for 25% each.  It only can be used in combination of +6 or +7.  You can use max 4 pieces each time.  It will disappear once used. ","x 2, cooling time: 10 s"
